(1, 1, null, null, ../../assets/recipe-icons/maple-lumber.png, Maple Lumber, 1, Maple Log, 3, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, null, null),
(321, 60 , null, Master Carpenter IV, ../../assets/recipe-icons/pudding-desk.png, Pudding Desk, 1, Tincalconite, 2, Pudding Flesh, 6, Birch Lumber, 2, null, null, null, null, null, null, Wind Cluster, 2, Ice Cluster, 2),
(322, 60 , null, Master Carpenter IV, ../../assets/recipe-icons/troupe-stage.png, Troupe Stage, 1, Astral Birch Lumber, 2, Birch Lumber, 4, Wolfram Ingot, 4, Varnish, 4, null, null, null, null, Wind Cluster, 2, Ice Cluster, 2),
(323, 60 , null, Master Carpenter IV, ../../assets/recipe-icons/tier-3-aquarium.png, Tier 3 Aquarium, 1, Astral Birch Lumber, 5, Hardsilver Ingot, 4, Tempered Glass, 1, Petrified Log, 1, Astral Moraine, 4, Terminus Putty, 2, Wind Cluster, 2, Ice Cluster, 2),
(324, 60 , null, Master Carpenter IV, ../../assets/recipe-icons/treated-camphorwood-lumber.png, Treated Camphorwood Lumber, 1, Old-growth Camphorwood Log, 3, Borax, 2, Gobcraft Resin, 2, null, null, null, null, null, null, Wind Cluster, 3, Ice Cluster, 2),
(325, 60 , 180, Master Carpenter IV, ../../assets/recipe-icons/halberd-of-the-round.png, Halberd of the Round, 1, High Mythrite Ingot, 2, Treated Camphorwood Lumber, 2, Platinum Ingot, 3, Luminous Fiber, 3, Battlecraft Demimateria III, 5, null, null, Wind Cluster, 3, Ice Cluster, 2),
(326, 60 , 180, Master Carpenter IV, ../../assets/recipe-icons/pike-of-the-fiend.png, Pike of the Fiend, 1, High Mythrite Ingot, 2, Treated Camphorwood Lumber, 2, Eikon Iron Ingot, 1, Fiend Sap, 1, Battlecraft Demimateria III, 5, null, null, Wind Cluster, 3, Ice Cluster, 2),
(327, 60 , 180, Master Carpenter IV, ../../assets/recipe-icons/seeing-horde-spear.png, Seeing Horde Spear, 1, High Mythrite Ingot, 2, Treated Camphorwood Lumber, 2, Eikon Iron Ingot, 1, Nidhogg's Scale, 1, Demicrystal, 5, null, null, Wind Cluster, 3, Ice Cluster, 2),
(328, 60 , 180, Master Carpenter IV, ../../assets/recipe-icons/pike-of-the-goddess.png, Pike of the Goddess, 1, Treated Camphorwood Lumber, 1, High Mythrite Ingot, 2, Eikon Iron Ingot, 2, Sophic Bead Fragment, 1, Demicrystal, 5, null, null, Wind Cluster, 3, Ice Cluster, 2),
(329, 60 , 180, Master Carpenter IV, ../../assets/recipe-icons/pike-of-the-demon.png, Pike of the Demon, 1, High Mythrite Ingot, 2, Eikon Iron Ingot, 2, Treated Camphorwood Lumber, 1, Zurvanite Carapace Fragment, 1, Demicrystal, 5, null, null, Wind Cluster, 3, Ice Cluster, 2),
(330, 60 , 180, Master Carpenter IV, ../../assets/recipe-icons/bow-of-the-round.png, Bow of the Round, 1, High Mythrite Ingot, 1, Treated Camphorwood Lumber, 3, Platinum Ingot, 3, Luminous Fiber, 3, Battlecraft Demimateria III, 5, null, null, Wind Cluster, 3, Ice Cluster, 2),
(331, 60 , 180, Master Carpenter IV, ../../assets/recipe-icons/bow-of-the-fiend.png, Bow of the Fiend, 1, High Mythrite Ingot, 1, Treated Camphorwood Lumber, 3, Eikon Iron Ingot, 1, Fiend Sap, 1, Battlecraft Demimateria III, 5, null, null, Wind Cluster, 3, Ice Cluster, 2),
(332, 60 , 180, Master Carpenter IV, ../../assets/recipe-icons/seeing-horde-bow.png, Seeing Horde Bow, 1, High Mythrite Ingot, 1, Treated Camphorwood Lumber, 3, Eikon Iron Ingot, 1, Nidhogg's Scale, 1, Demicrystal, 5, null, null, Wind Cluster, 3, Ice Cluster, 2),
(333, 60 , 180, Master Carpenter IV, ../../assets/recipe-icons/bow-of-the-goddess.png, Bow of the Goddess, 1, Treated Camphorwood Lumber, 3, High Mythrite Ingot, 1, Eikon Iron Ingot, 1, Sophic Bead Fragment, 1, Demicrystal, 5, null, null, Wind Cluster, 3, Ice Cluster, 2),
(334, 60 , 180, Master Carpenter IV, ../../assets/recipe-icons/bow-of-the-demon.png, Bow of the Demon, 1, High Mythrite Ingot, 1, Treated Camphorwood Lumber, 3, Eikon Iron Ingot, 1, Zurvanite Carapace Fragment, 1, Demicrystal, 5, null, null, Wind Cluster, 3, Ice Cluster, 2),
(335, 60 , 180, Master Carpenter IV, ../../assets/recipe-icons/cane-of-the-round.png, Cane of the Round, 1, Eikon Iron Ingot, 1, Treated Camphorwood Lumber, 3, Platinum Ingot, 3, Luminous Fiber, 3, Battlecraft Demimateria III, 5, null, null, Wind Cluster, 3, Ice Cluster, 2),
(336, 60 , 180, Master Carpenter IV, ../../assets/recipe-icons/cane-of-the-fiend.png, Cane of the Fiend, 1, High Mythrite Ingot, 1, Treated Camphorwood Lumber, 3, Eikon Iron Ingot, 1, Fiend Sap, 1, Battlecraft Demimateria III, 5, null, null, Wind Cluster, 3, Ice Cluster, 2),
(337, 60 , 220, Master Carpenter IV, ../../assets/recipe-icons/camphorwood-necklace-of-fending.png, Camphorwood Necklace of Fending, 1, Treated Camphorwood Lumber, 2, Opal, 2, Grade 1 Vitality Dissolvent, 1, null, null, null, null, null, null, Wind Cluster, 3, Ice Cluster, 2),
(338, 60 , 220, Master Carpenter IV, ../../assets/recipe-icons/camphorwood-necklace-of-slaying.png, Camphorwood Necklace of Slaying, 1, Treated Camphorwood Lumber, 2, Opal, 2, Grade 1 Strength Dissolvent, 1, null, null, null, null, null, null, Wind Cluster, 3, Ice Cluster, 2),
(339, 60 , 220, Master Carpenter IV, ../../assets/recipe-icons/camphorwood-necklace-of-aiming.png, Camphorwood Necklace of Aiming, 1, Treated Camphorwood Lumber, 2, Opal, 2, Grade 1 Dexterity Dissolvent, 1, null, null, null, null, null, null, Wind Cluster, 3, Ice Cluster, 2),
(340, 60 , 220, Master Carpenter IV, ../../assets/recipe-icons/camphorwood-necklace-of-healing.png, Camphorwood Necklace of Healing, 1, Treated Camphorwood Lumber, 2, Opal, 2, Grade 1 Mind Dissolvent, 1, null, null, null, null, null, null, Wind Cluster, 3, Ice Cluster, 2),
(341, 60 , 220, Master Carpenter IV, ../../assets/recipe-icons/camphorwood-necklace-of-casting.png, Camphorwood Necklace of Casting, 1, Treated Camphorwood Lumber, 2, Opal, 2, Grade 1 Intelligence Dissolvent, 1, null, null, null, null, null, null, Wind Cluster, 3, Ice Cluster, 2),
(342, 60 , 220, Master Carpenter IV, ../../assets/recipe-icons/camphorwood-armillae-of-fending.png, Camphorwood Armillae of Fending, 1, Treated Camphorwood Lumber, 1, Eikon Iron Ingot, 1, Opal, 2, Grade 1 Vitality Dissolvent, 1, null, null, null, null, Wind Cluster, 3, Ice Cluster, 2),
(343, 60 , 220, Master Carpenter IV, ../../assets/recipe-icons/camphorwood-armillae-of-slaying.png, Camphorwood Armillae of Slaying, 1, Treated Camphorwood Lumber, 1, Eikon Iron Ingot, 1, Opal, 2, Grade 1 Strength Dissolvent, 1, null, null, null, null, Wind Cluster, 3, Ice Cluster, 2),
(344, 60 , 220, Master Carpenter IV, ../../assets/recipe-icons/camphorwood-armillae-of-aiming.png, Camphorwood Armillae of Aiming, 1, Treated Camphorwood Lumber, 1, Eikon Iron Ingot, 1, Opal, 2, Grade 1 Dexterity Dissolvent, 1, null, null, null, null, Wind Cluster, 3, Ice Cluster, 2),
(345, 60 , 220, Master Carpenter IV, ../../assets/recipe-icons/camphorwood-armillae-of-healing.png, Camphorwood Armillae of Healing, 1, Treated Camphorwood Lumber, 1, Eikon Iron Ingot, 1, Opal, 2, Grade 1 Mind Dissolvent, 1, null, null, null, null, Wind Cluster, 3, Ice Cluster, 2),
(346, 60 , 220, Master Carpenter IV, ../../assets/recipe-icons/camphorwood-armillae-of-casting.png, Camphorwood Armillae of Casting, 1, Treated Camphorwood Lumber, 1, Eikon Iron Ingot, 1, Opal, 2, Grade 1 Intelligence Dissolvent, 1, null, null, null, null, Wind Cluster, 3, Ice Cluster, 2),
(347, 60 , null, Master Carpenter IV, ../../assets/recipe-icons/oriental-wood-bridge.png, Oriental Wood Bridge, 1, Treated Camphorwood Lumber, 6, Ancient Lumber, 8, Cobalt Nails, 8, Granite, 4, Varnish, 6, Fieldcraft Demimateria II, 4, Wind Cluster, 3, Ice Cluster, 2),
(348, 60 , null, Master Carpenter IV, ../../assets/recipe-icons/bread-rack.png, Bread Rack, 1, Camphorwood Lumber, 5, Darksteel Rivets, 2, Ishgardian Muffin, 3, Kaiser Roll, 3, Honey Muffin, 5, Walnut Bread, 5, Wind Cluster, 3, Ice Cluster, 2),
(349, 60 , null, Master Carpenter IV, ../../assets/recipe-icons/knightly-round-table.png, Knightly Round Table, 1, Treated Camphorwood Lumber, 6, Marble, 9, Aurum Regis Ingot, 3, Platinum Ingot, 3, null, null, null, null, Wind Cluster, 3, Ice Cluster, 2),
(350, 60 , null, Master Carpenter IV, ../../assets/recipe-icons/grade-3-picture-frame.png, Grade 3 Picture Frame, 1, Treated Camphorwood Lumber, 4, Ancient Lumber, 4, Astral Oil, 4, Linen Canvas, 4, null, null, null, null, Wind Cluster, 3, Ice Cluster, 2),
(351, 60 , 195, Master Carpenter IV, ../../assets/recipe-icons/eikon-iron-grinding-wheel.png, Eikon Iron Grinding Wheel, 1, Luminous Fiber, 3, Treated Camphorwood Lumber, 2, Eikon Iron Ingot, 1, Wolfram Ingot, 1, Gold Ingot, 1, Mastercraft Demimateria, 1, Wind Cluster, 3, Ice Cluster, 2),
(352, 60 , 195, Master Carpenter IV, ../../assets/recipe-icons/camphorwood-spinning-wheel.png, Camphorwood Spinning Wheel, 1, Luminous Fiber, 3, Treated Camphorwood Lumber, 3, Wolfram Ingot, 1, Gold Ingot, 1, Mastercraft Demimateria, 1, null, null, Wind Cluster, 3, Ice Cluster, 2),
(353, 60 , 195, Master Carpenter IV, ../../assets/recipe-icons/luminous-fiber-fishing-rod.png, Luminous Fiber Fishing Rod, 1, Luminous Fiber, 3, Treated Camphorwood Lumber, 3, High Mythrite Ingot, 1, Wolfram Ingot, 1, Gold Ingot, 1, Mastercraft Demimateria, 1, Wind Cluster, 3, Ice Cluster, 2),
(354, 60 , 190, Master Carpenter IV, ../../assets/recipe-icons/ironworks-necklace-of-crafting.png, Ironworks Necklace of Crafting, 1, Luminous Fiber, 1, Treated Camphorwood Lumber, 1, Eikon Leather, 1, Eikon Fiber, 1, Fieldcraft Demimateria III, 1, null, null, Wind Cluster, 3, Ice Cluster, 2),
(355, 60 , 190, Master Carpenter IV, ../../assets/recipe-icons/ironworks-necklace-of-gathering.png, Ironworks Necklace of Gathering, 1, Luminous Fiber, 1, Treated Camphorwood Lumber, 1, Eikon Leather, 1, Eikon Fiber, 1, Fieldcraft Demimateria III, 1, null, null, Wind Cluster, 3, Ice Cluster, 2),
(356, 60 , 190, Master Carpenter IV, ../../assets/recipe-icons/ironworks-armillae-of-crafting.png, Ironworks Armillae of Crafting, 1, Luminous Fiber, 1, Treated Camphorwood Lumber, 1, Eikon Leather, 1, Celestine, 2, Fieldcraft Demimateria III, 1, null, null, Wind Cluster, 3, Ice Cluster, 2),
(357, 60 , 190, Master Carpenter IV, ../../assets/recipe-icons/ironworks-armillae-of-gathering.png, Ironworks Armillae of Gathering, 1, Luminous Fiber, 1, Treated Camphorwood Lumber, 1, Eikon Leather, 1, Celestine, 2, Fieldcraft Demimateria III, 1, null, null, Wind Cluster, 3, Ice Cluster, 2),
(358, 60 , null, Master Carpenter IV, ../../assets/recipe-icons/teak-lumber.png, Teak Lumber, 1, Teak Log, 3, Goblacquer, 2, Borax, 9, null, null, null, null, null, null, Wind Cluster, 3, Ice Cluster, 3),
(359, 60 , 250, Master Carpenter IV, ../../assets/recipe-icons/heavy-metal-lance.png, Heavy Metal Lance, 1, Heavy Metal Ingot, 2, Teak Lumber, 2, Scintillant Ingot, 1, Saurian Leather, 2, Battlecraft Demimateria III, 4, Demicrystal, 5, Wind Cluster, 3, Ice Cluster, 3),
(360, 60 , 250, Master Carpenter IV, ../../assets/recipe-icons/teak-composite-bow.png, Teak Composite Bow, 1, Teak Lumber, 3, Scintillant Ingot, 2, Cashmere Cloth, 2, Battlecraft Demimateria III, 4, Demicrystal, 5, null, null, Wind Cluster, 3, Ice Cluster, 3),
(361, 60 , 250, Master Carpenter IV, ../../assets/recipe-icons/teak-cane.png, Teak Cane, 1, Teak Lumber, 3, Scintillant Ingot, 2, Carnelian, 1, Battlecraft Demimateria III, 4, Demicrystal, 5, null, null, Wind Cluster, 3, Ice Cluster, 3),
(362, 60 , 250, Master Carpenter IV, ../../assets/recipe-icons/teak-choker-of-fending.png, Teak Choker of Fending, 1, Teak Lumber, 1, Star Velvet, 1, Gold Ingot, 1, Diamond, 1, Grade 3 Vitality Dissolvent, 1, null, null, Wind Cluster, 3, Ice Cluster, 3),
(363, 60 , 250, Master Carpenter IV, ../../assets/recipe-icons/teak-choker-of-slaying.png, Teak Choker of Slaying, 1, Teak Lumber, 1, Star Velvet, 1, Gold Ingot, 1, Diamond, 1, Grade 3 Strength Dissolvent, 1, null, null, Wind Cluster, 3, Ice Cluster, 3),
(364, 60 , 250, Master Carpenter IV, ../../assets/recipe-icons/teak-choker-of-aiming.png, Teak Choker of Aiming, 1, Teak Lumber, 1, Star Velvet, 1, Gold Ingot, 1, Diamond, 1, Grade 3 Dexterity Dissolvent, 1, null, null, Wind Cluster, 3, Ice Cluster, 3),
(365, 60 , 250, Master Carpenter IV, ../../assets/recipe-icons/teak-choker-of-healing.png, Teak Choker of Healing, 1, Teak Lumber, 1, Star Velvet, 1, Gold Ingot, 1, Diamond, 1, Grade 3 Mind Dissolvent, 1, null, null, Wind Cluster, 3, Ice Cluster, 3),
(366, 60 , 250, Master Carpenter IV, ../../assets/recipe-icons/teak-choker-of-casting.png, Teak Choker of Casting, 1, Teak Lumber, 1, Star Velvet, 1, Gold Ingot, 1, Diamond, 1, Grade 3 Intelligence Dissolvent, 1, null, null, Wind Cluster, 3, Ice Cluster, 3),
(367, 60 , 250, Master Carpenter IV, ../../assets/recipe-icons/teak-bracelet-of-fending.png, Teak Bracelet of Fending, 1, Teak Lumber, 1, Star Velvet, 1, Gold Ingot, 1, Diamond, 1, Grade 3 Vitality Dissolvent, 1, null, null, Wind Cluster, 3, Ice Cluster, 3),
(368, 60 , 250, Master Carpenter IV, ../../assets/recipe-icons/teak-bracelet-of-slaying.png, Teak Bracelet of Slaying, 1, Teak Lumber, 1, Star Velvet, 1, Gold Ingot, 1, Diamond, 1, Grade 3 Strength Dissolvent, 1, null, null, Wind Cluster, 3, Ice Cluster, 3),
(369, 60 , 250, Master Carpenter IV, ../../assets/recipe-icons/teak-bracelet-of-aiming.png, Teak Bracelet of Aiming, 1, Teak Lumber, 1, Star Velvet, 1, Gold Ingot, 1, Diamond, 1, Grade 3 Dexterity Dissolvent, 1, null, null, Wind Cluster, 3, Ice Cluster, 3),
(370, 60 , 250, Master Carpenter IV, ../../assets/recipe-icons/teak-bracelet-of-healing.png, Teak Bracelet of Healing, 1, Teak Lumber, 1, Star Velvet, 1, Gold Ingot, 1, Diamond, 1, Grade 3 Mind Dissolvent, 1, null, null, Wind Cluster, 3, Ice Cluster, 3),
(371, 60 , 250, Master Carpenter IV, ../../assets/recipe-icons/teak-bracelet-of-casting.png, Teak Bracelet of Casting, 1, Teak Lumber, 1, Star Velvet, 1, Gold Ingot, 1, Diamond, 1, Grade 3 Intelligence Dissolvent, 1, null, null, Wind Cluster, 3, Ice Cluster, 3),
(372, 60 , null, Master Carpenter IV, ../../assets/recipe-icons/hingan-cleaning-supplies.png, Hingan Cleaning Supplies, 1, Teak Lumber, 1, Broombush, 1, Bamboo Stick, 1, Undyed Cotton Cloth, 1, null, null, null, null, Wind Cluster, 3, Ice Cluster, 3),
(373, 60 , null, Master Carpenter IV, ../../assets/recipe-icons/tier-4-aquarium.png, Tier 4 Aquarium, 1, Teak Lumber, 6, High Mythrite Ingot, 2, Tempered Glass, 2, Petrified Log, 2, Astral Moraine, 8, Terminus Putty, 2, Wind Cluster, 3, Ice Cluster, 3),
(374, 70 , null, Master Carpenter IV, ../../assets/recipe-icons/cryptomeria-lumber.png, Cryptomeria Lumber, 1, Cryptomeria Log, 3, Hardened Sap, 9, null, null, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 6),
(375, 70 , null, Master Carpenter V, ../../assets/recipe-icons/fool's-portal.png, Fool's Portal, 1, Torreya Lumber, 3, Crystal Glass, 3, null, null, null, null, null, null, null, null, Wind Cluster, 3, Ice Cluster, 2),
(376, 70 , null, Master Carpenter V, ../../assets/recipe-icons/imitation-square-window.png, Imitation Square Window, 1, Torreya Lumber, 3, Steel Joint Plate, 3, Clear Glass Lens, 3, null, null, null, null, null, null, Wind Cluster, 3, Ice Cluster, 2),
(377, 70 , null, Master Carpenter V, ../../assets/recipe-icons/torreya-lumber.png, Torreya Lumber, 1, Torreya Log, 4, Scarlet Urushi, 2, null, null, null, null, null, null, null, null, Wind Cluster, 2, Ice Cluster, 2),
(378, 70 , 320, Master Carpenter V, ../../assets/recipe-icons/chromite-spear.png, Chromite Spear, 1, Chromite Ingot, 2, Torreya Lumber, 2, Molybdenum Ingot, 1, Everborn Aethersand, 3, Grade 2 Reisui of Strength, 3, null, null, Wind Cluster, 2, Ice Cluster, 2),
(379, 70 , 320, Master Carpenter V, ../../assets/recipe-icons/torreya-longbow.png, Torreya Longbow, 1, Torreya Lumber, 2, Chromite Ingot, 2, Gazelle Leather, 1, Twinthread, 1, Everborn Aethersand, 3, Grade 2 Reisui of Dexterity, 3, Wind Cluster, 2, Ice Cluster, 2),
(380, 70 , 320, Master Carpenter V, ../../assets/recipe-icons/torreya-cane.png, Torreya Cane, 1, Torreya Lumber, 3, Palladium Ingot, 1, Durium Ingot, 1, Everborn Aethersand, 3, Grade 2 Reisui of Mind, 3, null, null, Wind Cluster, 2, Ice Cluster, 2),
(381, 70 , 325, Master Carpenter V, ../../assets/recipe-icons/ala-mhigan-fishing-rod.png, Ala Mhigan Fishing Rod, 1, Snailfish Oil, 3, Torreya Lumber, 1, Gazelle Leather, 1, Everdeep Aethersand, 1, Mastercraft Demimateria, 3, null, null, Wind Cluster, 2, Ice Cluster, 2),
(382, 70 , 320, Master Carpenter V, ../../assets/recipe-icons/torreya-choker-of-fending.png, Torreya Choker of Fending, 1, Torreya Lumber, 1, True Griffin Leather, 1, Palladium Nugget, 1, Star Spinel, 1, Everbright Aethersand, 1, Grade 2 Reisui of Vitality, 1, Wind Cluster, 2, Ice Cluster, 2),
(383, 70 , 320, Master Carpenter V, ../../assets/recipe-icons/torreya-choker-of-slaying.png, Torreya Choker of Slaying, 1, Torreya Lumber, 1, True Griffin Leather, 1, Palladium Nugget, 1, Star Spinel, 1, Everbright Aethersand, 1, Grade 2 Reisui of Strength, 1, Wind Cluster, 2, Ice Cluster, 2),
(384, 70 , 320, Master Carpenter V, ../../assets/recipe-icons/torreya-choker-of-aiming.png, Torreya Choker of Aiming, 1, Torreya Lumber, 1, True Griffin Leather, 1, Palladium Nugget, 1, Star Spinel, 1, Everbright Aethersand, 1, Grade 2 Reisui of Dexterity, 1, Wind Cluster, 2, Ice Cluster, 2),
(385, 70 , 320, Master Carpenter V, ../../assets/recipe-icons/torreya-choker-of-casting.png, Torreya Choker of Casting, 1, Torreya Lumber, 1, True Griffin Leather, 1, Palladium Nugget, 1, Star Spinel, 1, Everbright Aethersand, 1, Grade 2 Reisui of Intelligence, 1, Wind Cluster, 2, Ice Cluster, 2),
(386, 70 , 320, Master Carpenter V, ../../assets/recipe-icons/torreya-choker-of-healing.png, Torreya Choker of Healing, 1, Torreya Lumber, 1, True Griffin Leather, 1, Palladium Nugget, 1, Star Spinel, 1, Everbright Aethersand, 1, Grade 2 Reisui of Mind, 1, Wind Cluster, 2, Ice Cluster, 2),
(387, 70 , 320, Master Carpenter V, ../../assets/recipe-icons/torreya-bracelet-of-fending.png, Torreya Bracelet of Fending, 1, Torreya Lumber, 1, True Griffin Leather, 1, Palladium Nugget, 1, Star Spinel, 1, Everborn Aethersand, 1, Grade 2 Reisui of Vitality, 1, Wind Cluster, 2, Ice Cluster, 2),
(388, 70 , 320, Master Carpenter V, ../../assets/recipe-icons/torreya-bracelet-of-slaying.png, Torreya Bracelet of Slaying, 1, Torreya Lumber, 1, True Griffin Leather, 1, Palladium Nugget, 1, Star Spinel, 1, Everborn Aethersand, 1, Grade 2 Reisui of Strength, 1, Wind Cluster, 2, Ice Cluster, 2),
(389, 70 , 320, Master Carpenter V, ../../assets/recipe-icons/torreya-bracelet-of-aiming.png, Torreya Bracelet of Aiming, 1, Torreya Lumber, 1, True Griffin Leather, 1, Palladium Nugget, 1, Star Spinel, 1, Everborn Aethersand, 1, Grade 2 Reisui of Dexterity, 1, Wind Cluster, 2, Ice Cluster, 2),
(390, 70 , 320, Master Carpenter V, ../../assets/recipe-icons/torreya-bracelet-of-casting.png, Torreya Bracelet of Casting, 1, Torreya Lumber, 1, True Griffin Leather, 1, Palladium Nugget, 1, Star Spinel, 1, Everborn Aethersand, 1, Grade 2 Reisui of Intelligence, 1, Wind Cluster, 2, Ice Cluster, 2),
(391, 70 , 320, Master Carpenter V, ../../assets/recipe-icons/torreya-bracelet-of-healing.png, Torreya Bracelet of Healing, 1, Torreya Lumber, 1, True Griffin Leather, 1, Palladium Nugget, 1, Star Spinel, 1, Everborn Aethersand, 1, Grade 2 Reisui of Mind, 1, Wind Cluster, 2, Ice Cluster, 2),
(392, 70 , 290, Master Carpenter VI, ../../assets/recipe-icons/shinryu's-ephemeral-lance.png, Shinryu's Ephemeral Lance, 1, Torreya Lumber, 3, Chromite Ingot, 2, Molybdenum Ingot, 2, Shinryu's Scale, 1, Demicrystal, 5, null, null, Wind Cluster, 2, Ice Cluster, 2),
(393, 70 , 290, Master Carpenter VI, ../../assets/recipe-icons/byakko's-enspirited-lance.png, Byakko's Enspirited Lance, 1, Torreya Lumber, 3, Chromite Ingot, 2, Molybdenum Ingot, 2, Byakko's Mane, 1, Demicrystal, 5, null, null, Wind Crystal, 7, Ice Crystal, 7),
(394, 70 , 290, Master Carpenter VI, ../../assets/recipe-icons/tsukuyomi's-moonlit-greatbow.png, Tsukuyomi's Moonlit Greatbow, 1, Torreya Lumber, 3, Chromite Ingot, 2, Zelkova Lumber, 2, Celestial Kimono Remnant, 1, Demicrystal, 5, null, null, Wind Crystal, 7, Ice Crystal, 7),
