(1, 1, null, null, ../../assets/recipe-icons/copper-ingot.png, Copper Ingot, 1, Copper Ore, 3, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, null, null),
(442, 59, 145, null, ../../assets/recipe-icons/aurum-regis-longpole.png, Aurum Regis Longpole, 1, Aurum Regis Nugget, 2, Birch Lumber, 1, Wyrm Obsidian, 2, Spinel, 2, Tourmaline, 1, null, null, Wind Crystal, 5, Fire Crystal, 5),
(443, 59, 145, null, ../../assets/recipe-icons/aurum-regis-orrery.png, Aurum Regis Orrery, 1, Aurum Regis Nugget, 2, Adamantite Nugget, 1, Hardsilver Ingot, 2, Enchanted Aurum Regis Ink, 1, null, null, null, null, Wind Crystal, 5, Fire Crystal, 5),
(444, 59, 145, null, ../../assets/recipe-icons/aurum-regis-necklace-of-fending.png, Aurum Regis Necklace of Fending, 1, Aurum Regis Nugget, 1, Larimar, 2, Crawler Silk, 1, Grade 1 Vitality Dissolvent, 1, null, null, null, null, Wind Crystal, 5, Fire Crystal, 5),
(445, 59, 145, null, ../../assets/recipe-icons/aurum-regis-necklace-of-slaying.png, Aurum Regis Necklace of Slaying, 1, Aurum Regis Nugget, 1, Larimar, 2, Crawler Silk, 1, Grade 1 Strength Dissolvent, 1, null, null, null, null, Wind Crystal, 5, Fire Crystal, 5),
(446, 59, 145, null, ../../assets/recipe-icons/aurum-regis-necklace-of-aiming.png, Aurum Regis Necklace of Aiming, 1, Aurum Regis Nugget, 1, Larimar, 2, Crawler Silk, 1, Grade 1 Dexterity Dissolvent, 1, null, null, null, null, Wind Crystal, 5, Fire Crystal, 5),
(447, 59, 145, null, ../../assets/recipe-icons/aurum-regis-necklace-of-healing.png, Aurum Regis Necklace of Healing, 1, Aurum Regis Nugget, 1, Larimar, 2, Crawler Silk, 1, Grade 1 Mind Dissolvent, 1, null, null, null, null, Wind Crystal, 5, Fire Crystal, 5),
(448, 59, 145, null, ../../assets/recipe-icons/aurum-regis-necklace-of-casting.png, Aurum Regis Necklace of Casting, 1, Aurum Regis Nugget, 1, Larimar, 2, Crawler Silk, 1, Grade 1 Intelligence Dissolvent, 1, null, null, null, null, Wind Crystal, 5, Fire Crystal, 5),
(449, 59, 145, null, ../../assets/recipe-icons/griffin-talon-ring-of-fending.png, Griffin Talon Ring of Fending, 1, Aurum Regis Nugget, 1, Griffin Talon, 1, Grade 1 Vitality Dissolvent, 1, null, null, null, null, null, null, Wind Crystal, 5, Fire Crystal, 5),
(450, 59, 145, null, ../../assets/recipe-icons/griffin-talon-ring-of-slaying.png, Griffin Talon Ring of Slaying, 1, Aurum Regis Nugget, 1, Griffin Talon, 1, Grade 1 Strength Dissolvent, 1, null, null, null, null, null, null, Wind Crystal, 5, Fire Crystal, 5),
(451, 59, 145, null, ../../assets/recipe-icons/griffin-talon-ring-of-aiming.png, Griffin Talon Ring of Aiming, 1, Aurum Regis Nugget, 1, Griffin Talon, 1, Grade 1 Dexterity Dissolvent, 1, null, null, null, null, null, null, Wind Crystal, 5, Fire Crystal, 5),
(452, 59, 145, null, ../../assets/recipe-icons/griffin-talon-ring-of-healing.png, Griffin Talon Ring of Healing, 1, Aurum Regis Nugget, 1, Griffin Talon, 1, Grade 1 Mind Dissolvent, 1, null, null, null, null, null, null, Wind Crystal, 5, Fire Crystal, 5),
(453, 59, 145, null, ../../assets/recipe-icons/griffin-talon-ring-of-casting.png, Griffin Talon Ring of Casting, 1, Aurum Regis Nugget, 1, Griffin Talon, 1, Grade 1 Intelligence Dissolvent, 1, null, null, null, null, null, null, Wind Crystal, 5, Fire Crystal, 5),
(454, 60, null, null, ../../assets/recipe-icons/chrysolite.png, Chrysolite, 1, Raw Chrysolite, 3, Cloud Mica Whetstone, 1, null, null, null, null, null, null, null, null, Wind Crystal, 6, null, null),
(455, 60, 150, null, ../../assets/recipe-icons/bladed-steel-jig.png, Bladed Steel Jig, 1, Adamantite Nugget, 1, Cloud Mica Whetstone, 1, null, null, null, null, null, null, null, null, Wind Crystal, 6, Fire Crystal, 5),
(456, 61, null, null, ../../assets/recipe-icons/triphane.png, Triphane, 1, Raw Triphane, 3, Stiperstone, 1, null, null, null, null, null, null, null, null, Wind Crystal, 3, null, null),
(457, 61, null, null, ../../assets/recipe-icons/slate-whetstone.png, Slate Whetstone, 1, Slate, 3, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 3, null, null),
(458, 61, null, null, ../../assets/recipe-icons/koppranickel-nugget.png, Koppranickel Nugget, 1, Koppranickel Sand, 4, Copper Ore, 1, null, null, null, null, null, null, null, null, Wind Crystal, 3, null, null),
(459, 61, 255, null, ../../assets/recipe-icons/koppranickel-staff.png, Koppranickel Staff, 1, Koppranickel Nugget, 2, High Steel Nugget, 2, Beech Lumber, 1, Star Ruby, 1, Wing Glue, 1, null, null, Wind Crystal, 3, Fire Crystal, 2),
(460, 61, 255, null, ../../assets/recipe-icons/koppranickel-foil.png, Koppranickel Foil, 1, Koppranickel Nugget, 2, Beech Lumber, 1, High Steel Nugget, 2, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 2),
(461, 61, 255, null, ../../assets/recipe-icons/koppranickel-planisphere.png, Koppranickel Planisphere, 1, Koppranickel Nugget, 3, Mythrite Nugget, 2, High Steel Nugget, 1, Mormorion, 3, Enchanted Koppranickel Ink, 1, null, null, Wind Crystal, 3, Fire Crystal, 2),
(462, 61, 190, null, ../../assets/recipe-icons/bombfish-needle.png, Bombfish Needle, 1, Bombfish Spine, 1, Beech Lumber, 1, Koppranickel Nugget, 1, Stiperstone, 1, null, null, null, null, Wind Crystal, 3, Fire Crystal, 2),
(463, 61, 255, null, ../../assets/recipe-icons/koppranickel-turban-of-striking.png, Koppranickel Turban of Striking, 1, Koppranickel Nugget, 2, Bloodhempen Cloth, 1, Bloodhempen Yarn, 1, Star Sapphire, 1, null, null, null, null, Wind Crystal, 3, Fire Crystal, 2),
(464, 61, 255, null, ../../assets/recipe-icons/koppranickel-turban-of-scouting.png, Koppranickel Turban of Scouting, 1, Koppranickel Nugget, 2, Bloodhempen Cloth, 1, Bloodhempen Yarn, 1, Star Ruby, 1, null, null, null, null, Wind Crystal, 3, Fire Crystal, 2),
(465, 61, 255, null, ../../assets/recipe-icons/koppranickel-armlets-of-casting.png, Koppranickel Armlets of Casting, 1, Koppranickel Nugget, 2, Bloodhempen Cloth, 1, Bloodhempen Yarn, 1, Crow Feather, 2, null, null, null, null, Wind Crystal, 3, Fire Crystal, 2),
(466, 61, 255, null, ../../assets/recipe-icons/koppranickel-armlets-of-healing.png, Koppranickel Armlets of Healing, 1, Koppranickel Nugget, 2, Bloodhempen Cloth, 1, Bloodhempen Yarn, 1, Cock Feather, 2, null, null, null, null, Wind Crystal, 3, Fire Crystal, 2),
(467, 61, 255, null, ../../assets/recipe-icons/triphane-earrings-of-fending.png, Triphane Earrings of Fending, 1, Koppranickel Nugget, 1, Triphane, 2, null, null, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 2),
(468, 61, 255, null, ../../assets/recipe-icons/triphane-earrings-of-slaying.png, Triphane Earrings of Slaying, 1, Koppranickel Nugget, 1, Triphane, 2, null, null, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 2),
(469, 61, 255, null, ../../assets/recipe-icons/triphane-earrings-of-aiming.png, Triphane Earrings of Aiming, 1, Koppranickel Nugget, 1, Triphane, 2, null, null, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 2),
(470, 61, 255, null, ../../assets/recipe-icons/triphane-earrings-of-casting.png, Triphane Earrings of Casting, 1, Koppranickel Nugget, 1, Triphane, 2, null, null, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 2),
(471, 61, 255, null, ../../assets/recipe-icons/triphane-earrings-of-healing.png, Triphane Earrings of Healing, 1, Koppranickel Nugget, 1, Triphane, 2, null, null, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 2),
(472, 61, 255, null, ../../assets/recipe-icons/triphane-choker-of-fending.png, Triphane Choker of Fending, 1, Koppranickel Nugget, 2, Triphane, 1, null, null, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 2),
(473, 61, 255, null, ../../assets/recipe-icons/triphane-choker-of-slaying.png, Triphane Choker of Slaying, 1, Koppranickel Nugget, 2, Triphane, 1, null, null, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 2),
(474, 61, 255, null, ../../assets/recipe-icons/triphane-choker-of-aiming.png, Triphane Choker of Aiming, 1, Koppranickel Nugget, 2, Triphane, 1, null, null, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 2),
(475, 61, 255, null, ../../assets/recipe-icons/triphane-choker-of-casting.png, Triphane Choker of Casting, 1, Koppranickel Nugget, 2, Triphane, 1, null, null, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 2),
(476, 61, 255, null, ../../assets/recipe-icons/triphane-choker-of-healing.png, Triphane Choker of Healing, 1, Koppranickel Nugget, 2, Triphane, 1, null, null, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 2),
(477, 61, 255, null, ../../assets/recipe-icons/triphane-bracelet-of-fending.png, Triphane Bracelet of Fending, 1, Koppranickel Nugget, 1, Triphane, 2, null, null, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 2),
(478, 61, 255, null, ../../assets/recipe-icons/triphane-bracelet-of-slaying.png, Triphane Bracelet of Slaying, 1, Koppranickel Nugget, 1, Triphane, 2, null, null, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 2),
(479, 61, 255, null, ../../assets/recipe-icons/triphane-bracelet-of-aiming.png, Triphane Bracelet of Aiming, 1, Koppranickel Nugget, 1, Triphane, 2, null, null, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 2),
(480, 61, 255, null, ../../assets/recipe-icons/triphane-bracelet-of-casting.png, Triphane Bracelet of Casting, 1, Koppranickel Nugget, 1, Triphane, 2, null, null, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 2),
(481, 61, 255, null, ../../assets/recipe-icons/triphane-bracelet-of-healing.png, Triphane Bracelet of Healing, 1, Koppranickel Nugget, 1, Triphane, 2, null, null, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 2),
(482, 61, 255, null, ../../assets/recipe-icons/triphane-ring-of-fending.png, Triphane Ring of Fending, 1, Koppranickel Nugget, 1, Triphane, 1, null, null, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 2),
(483, 61, 255, null, ../../assets/recipe-icons/triphane-ring-of-slaying.png, Triphane Ring of Slaying, 1, Koppranickel Nugget, 1, Triphane, 1, null, null, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 2),
(484, 61, 255, null, ../../assets/recipe-icons/triphane-ring-of-aiming.png, Triphane Ring of Aiming, 1, Koppranickel Nugget, 1, Triphane, 1, null, null, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 2),
(485, 61, 255, null, ../../assets/recipe-icons/triphane-ring-of-casting.png, Triphane Ring of Casting, 1, Koppranickel Nugget, 1, Triphane, 1, null, null, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 2),
(486, 61, 255, null, ../../assets/recipe-icons/triphane-ring-of-healing.png, Triphane Ring of Healing, 1, Koppranickel Nugget, 1, Triphane, 1, null, null, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 2),
(487, 62, null, null, ../../assets/recipe-icons/kyanite.png, Kyanite, 1, Raw Kyanite, 3, Stiperstone, 1, null, null, null, null, null, null, null, null, Wind Crystal, 3, null, null),
(488, 62, null, null, ../../assets/recipe-icons/koppranickel-ingot.png, Koppranickel Ingot, 1, Koppranickel Ore, 4, Koppranickel Nugget, 1, null, null, null, null, null, null, null, null, Wind Crystal, 3, null, null),
(489, 62, 265, null, ../../assets/recipe-icons/koppranickel-bracelet-of-fending.png, Koppranickel Bracelet of Fending, 1, Koppranickel Ingot, 1, Koppranickel Nugget, 1, Gagana Leather, 1, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 3),
(490, 62, 265, null, ../../assets/recipe-icons/koppranickel-bracelet-of-slaying.png, Koppranickel Bracelet of Slaying, 1, Koppranickel Ingot, 1, Koppranickel Nugget, 1, Gagana Leather, 1, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 3),
(491, 62, 265, null, ../../assets/recipe-icons/koppranickel-bracelet-of-aiming.png, Koppranickel Bracelet of Aiming, 1, Koppranickel Ingot, 1, Koppranickel Nugget, 1, Gagana Leather, 1, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 3),
(492, 62, 265, null, ../../assets/recipe-icons/koppranickel-bracelet-of-casting.png, Koppranickel Bracelet of Casting, 1, Koppranickel Ingot, 1, Koppranickel Nugget, 1, Gagana Leather, 1, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 3),
(493, 62, 265, null, ../../assets/recipe-icons/koppranickel-bracelet-of-healing.png, Koppranickel Bracelet of Healing, 1, Koppranickel Ingot, 1, Koppranickel Nugget, 1, Gagana Leather, 1, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 3),
(494, 62, 265, null, ../../assets/recipe-icons/muudhorn-ring-of-fending.png, Muudhorn Ring of Fending, 1, Koppranickel Ingot, 1, Koppranickel Nugget, 1, Muud Suud Horn, 1, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 3),
(495, 62, 265, null, ../../assets/recipe-icons/muudhorn-ring-of-slaying.png, Muudhorn Ring of Slaying, 1, Koppranickel Ingot, 1, Koppranickel Nugget, 1, Muud Suud Horn, 1, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 3),
(496, 62, 265, null, ../../assets/recipe-icons/muudhorn-ring-of-aiming.png, Muudhorn Ring of Aiming, 1, Koppranickel Ingot, 1, Koppranickel Nugget, 1, Muud Suud Horn, 1, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 3),
(497, 62, 265, null, ../../assets/recipe-icons/muudhorn-ring-of-casting.png, Muudhorn Ring of Casting, 1, Koppranickel Ingot, 1, Koppranickel Nugget, 1, Muud Suud Horn, 1, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 3),
(498, 62, 265, null, ../../assets/recipe-icons/muudhorn-ring-of-healing.png, Muudhorn Ring of Healing, 1, Koppranickel Ingot, 1, Koppranickel Nugget, 1, Muud Suud Horn, 1, null, null, null, null, null, null, Wind Crystal, 3, Fire Crystal, 3),
(499, 63, 265, null, ../../assets/recipe-icons/koppranickel-pole.png, Koppranickel Pole, 1, Koppranickel Ingot, 3, Gyuki Leather, 1, Larimar, 1, Carnelian, 1, null, null, null, null, Wind Crystal, 4, Fire Crystal, 3),
(500, 63, 265, null, ../../assets/recipe-icons/koppranickel-rapier.png, Koppranickel Rapier, 1, Koppranickel Ingot, 3, Larch Lumber, 1, Titanium Nugget, 2, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 3),
(501, 63, 265, null, ../../assets/recipe-icons/dual-plated-koppranickel-planisphere.png, Dual-plated Koppranickel Planisphere, 1, Koppranickel Ingot, 3, High Steel Ingot, 1, Koppranickel Nugget, 1, Triphane, 3, Enchanted Koppranickel Ink, 1, null, null, Wind Crystal, 4, Fire Crystal, 3),
(502, 63, 265, null, ../../assets/recipe-icons/koppranickel-temple-chain.png, Koppranickel Temple Chain, 1, Koppranickel Ingot, 3, Ruby Cotton Yarn, 1, null, null, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 3),
(503, 63, 265, null, ../../assets/recipe-icons/koppranickel-earrings-of-fending.png, Koppranickel Earrings of Fending, 1, Koppranickel Ingot, 1, Koppranickel Nugget, 1, Kyanite, 2, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 3),
(504, 63, 265, null, ../../assets/recipe-icons/koppranickel-earrings-of-slaying.png, Koppranickel Earrings of Slaying, 1, Koppranickel Ingot, 1, Koppranickel Nugget, 1, Kyanite, 2, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 3),
(505, 63, 265, null, ../../assets/recipe-icons/koppranickel-earrings-of-aiming.png, Koppranickel Earrings of Aiming, 1, Koppranickel Ingot, 1, Koppranickel Nugget, 1, Kyanite, 2, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 3),
(506, 63, 265, null, ../../assets/recipe-icons/koppranickel-earrings-of-casting.png, Koppranickel Earrings of Casting, 1, Koppranickel Ingot, 1, Koppranickel Nugget, 1, Kyanite, 2, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 3),
(507, 63, 265, null, ../../assets/recipe-icons/koppranickel-earrings-of-healing.png, Koppranickel Earrings of Healing, 1, Koppranickel Ingot, 1, Koppranickel Nugget, 1, Kyanite, 2, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 3),
(508, 63, 265, null, ../../assets/recipe-icons/koppranickel-necklace-of-fending.png, Koppranickel Necklace of Fending, 1, Koppranickel Ingot, 1, Kyanite, 2, Ruby Cotton Yarn, 1, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 3),
(509, 63, 265, null, ../../assets/recipe-icons/koppranickel-necklace-of-slaying.png, Koppranickel Necklace of Slaying, 1, Koppranickel Ingot, 1, Kyanite, 2, Ruby Cotton Yarn, 1, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 3),
(510, 63, 265, null, ../../assets/recipe-icons/koppranickel-necklace-of-aiming.png, Koppranickel Necklace of Aiming, 1, Koppranickel Ingot, 1, Kyanite, 2, Ruby Cotton Yarn, 1, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 3),
(511, 63, 265, null, ../../assets/recipe-icons/koppranickel-necklace-of-casting.png, Koppranickel Necklace of Casting, 1, Koppranickel Ingot, 1, Kyanite, 2, Ruby Cotton Yarn, 1, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 3),
(512, 63, 265, null, ../../assets/recipe-icons/koppranickel-necklace-of-healing.png, Koppranickel Necklace of Healing, 1, Koppranickel Ingot, 1, Kyanite, 2, Ruby Cotton Yarn, 1, null, null, null, null, null, null, Wind Crystal, 4, Fire Crystal, 3),
(513, 64, null, null, ../../assets/recipe-icons/star-spinel.png, Star Spinel, 1, Raw Star Spinel, 3, Stiperstone, 1, null, null, null, null, null, null, null, null, Wind Crystal, 4, null, null),
(514, 64, null, null, ../../assets/recipe-icons/durium-nugget.png, Durium Nugget, 1, Durium Sand, 4, Silver Ore, 1, null, null, null, null, null, null, null, null, Wind Crystal, 4, null, null),
(515, 64, 273, null, ../../assets/recipe-icons/star-spinel-bracelet-of-fending.png, Star Spinel Bracelet of Fending, 1, Durium Nugget, 1, Koppranickel Nugget, 1, Star Spinel, 2, Grade 1 Reisui of Vitality, 1, null, null, null, null, Wind Crystal, 4, Fire Crystal, 3),
(516, 64, 273, null, ../../assets/recipe-icons/star-spinel-bracelet-of-slaying.png, Star Spinel Bracelet of Slaying, 1, Durium Nugget, 1, Koppranickel Nugget, 1, Star Spinel, 2, Grade 1 Reisui of Strength, 1, null, null, null, null, Wind Crystal, 4, Fire Crystal, 3),
(517, 64, 273, null, ../../assets/recipe-icons/star-spinel-bracelet-of-aiming.png, Star Spinel Bracelet of Aiming, 1, Durium Nugget, 1, Koppranickel Nugget, 1, Star Spinel, 2, Grade 1 Reisui of Dexterity, 1, null, null, null, null, Wind Crystal, 4, Fire Crystal, 3),
(518, 64, 273, null, ../../assets/recipe-icons/star-spinel-bracelet-of-casting.png, Star Spinel Bracelet of Casting, 1, Durium Nugget, 1, Koppranickel Nugget, 1, Star Spinel, 2, Grade 1 Reisui of Intelligence, 1, null, null, null, null, Wind Crystal, 4, Fire Crystal, 3),
(519, 64, 273, null, ../../assets/recipe-icons/star-spinel-bracelet-of-healing.png, Star Spinel Bracelet of Healing, 1, Durium Nugget, 1, Koppranickel Nugget, 1, Star Spinel, 2, Grade 1 Reisui of Mind, 1, null, null, null, null, Wind Crystal, 4, Fire Crystal, 3),
(520, 64, 273, null, ../../assets/recipe-icons/star-spinel-ring-of-fending.png, Star Spinel Ring of Fending, 1, Durium Nugget, 1, Koppranickel Nugget, 1, Star Spinel, 1, Grade 1 Reisui of Vitality, 1, null, null, null, null, Wind Crystal, 4, Fire Crystal, 3),
(521, 64, 273, null, ../../assets/recipe-icons/star-spinel-ring-of-slaying.png, Star Spinel Ring of Slaying, 1, Durium Nugget, 1, Koppranickel Nugget, 1, Star Spinel, 1, Grade 1 Reisui of Strength, 1, null, null, null, null, Wind Crystal, 4, Fire Crystal, 3),
(522, 64, 273, null, ../../assets/recipe-icons/star-spinel-ring-of-aiming.png, Star Spinel Ring of Aiming, 1, Durium Nugget, 1, Koppranickel Nugget, 1, Star Spinel, 1, Grade 1 Reisui of Dexterity, 1, null, null, null, null, Wind Crystal, 4, Fire Crystal, 3),
