(1, 1, null, null, ../../assets/recipe-icons/blacksmith/bronze-ingot.png, Bronze Ingot, 1, Copper Ore, 2, Tin Ore, 1, null, null, null, null, null, null, null, null, Fire Shard, 1, null, null),
(478, 73, 395, null, ../../assets/recipe-icons/blacksmith/deepgold-arquebus.png, Deepgold Arquebus, 1, Deepgold Ingot, 2, Stonegold Ingot, 1, Cobalt Ingot, 1, Crimson Firesand, 1, null, null, null, null, Fire Crystal, 6, Earth Crystal, 6),
(479, 73, 395, null, ../../assets/recipe-icons/blacksmith/deepgold-chakrams.png, Deepgold Chakrams, 1, Deepgold Ingot, 2, Stonegold Ingot, 1, Green Glider Leather, 1, Beetle Glue, 1, Hard Mudstone Whetstone, 1, null, null, Fire Crystal, 6, Earth Crystal, 6),
(480, 74, null, null, ../../assets/recipe-icons/blacksmith/bluespirit-tile.png, Bluespirit Tile, 1, Bluespirit Ore, 4, Stiperstone, 1, null, null, null, null, null, null, null, null, Fire Crystal, 7, null, null),
(481, 74, 403, null, ../../assets/recipe-icons/blacksmith/bluespirit-sword.png, Bluespirit Sword, 1, Bluespirit Tile, 2, Manasilver Nugget, 1, Star Ruby, 1, Rose Gold Nugget, 1, null, null, null, null, Fire Crystal, 7, Earth Crystal, 6),
(482, 74, 403, null, ../../assets/recipe-icons/blacksmith/bluespirit-axe.png, Bluespirit Axe, 1, Bluespirit Tile, 3, Manasilver Nugget, 1, Star Ruby, 1, Rose Gold Nugget, 1, null, null, null, null, Fire Crystal, 7, Earth Crystal, 6),
(483, 74, 403, null, ../../assets/recipe-icons/blacksmith/bluespirit-guillotine.png, Bluespirit Guillotine, 1, Bluespirit Tile, 3, Manasilver Nugget, 1, Star Ruby, 1, Darksteel Nugget, 1, null, null, null, null, Fire Crystal, 7, Earth Crystal, 6),
(484, 74, 403, null, ../../assets/recipe-icons/blacksmith/bluespirit-gunblade.png, Bluespirit Gunblade, 1, Bluespirit Tile, 2, Manasilver Nugget, 1, Star Ruby, 1, Darksteel Nugget, 2, null, null, null, null, Fire Crystal, 7, Earth Crystal, 6),
(485, 74, 403, null, ../../assets/recipe-icons/blacksmith/bluespirit-handgonne.png, Bluespirit Handgonne, 1, Bluespirit Tile, 1, Manasilver Nugget, 2, Star Ruby, 1, Darksteel Nugget, 2, Crimson Firesand, 1, null, null, Fire Crystal, 7, Earth Crystal, 6),
(486, 74, 370, null, ../../assets/recipe-icons/blacksmith/bluespirit-claw-hammer.png, Bluespirit Claw Hammer, 1, Bluespirit Tile, 2, White Ash Lumber, 1, null, null, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 6),
(487, 74, 370, null, ../../assets/recipe-icons/blacksmith/bluespirit-file.png, Bluespirit File, 1, Bluespirit Tile, 2, Pixie Cotton, 1, null, null, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 6),
(488, 74, 370, null, ../../assets/recipe-icons/blacksmith/bluespirit-pliers.png, Bluespirit Pliers, 1, Bluespirit Tile, 2, Manasilver Nugget, 1, null, null, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 6),
(489, 74, 370, null, ../../assets/recipe-icons/blacksmith/bluespirit-awl.png, Bluespirit Awl, 1, Bluespirit Tile, 2, White Ash Lumber, 1, Pixie Floss, 1, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 6),
(490, 74, 370, null, ../../assets/recipe-icons/blacksmith/bluespirit-mortar.png, Bluespirit Mortar, 1, Bluespirit Tile, 2, White Ash Lumber, 1, null, null, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 6),
(491, 74, 370, null, ../../assets/recipe-icons/blacksmith/bluespirit-culinary-knife.png, Bluespirit Culinary Knife, 1, Bluespirit Tile, 2, White Ash Lumber, 1, Hard Mudstone Whetstone, 1, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 6),
(492, 74, 370, null, ../../assets/recipe-icons/blacksmith/bluespirit-sledgehammer.png, Bluespirit Sledgehammer, 1, Bluespirit Tile, 2, White Ash Lumber, 1, null, null, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 6),
(493, 74, 370, null, ../../assets/recipe-icons/blacksmith/bluespirit-scythe.png, Bluespirit Scythe, 1, Bluespirit Tile, 2, White Ash Lumber, 1, Hard Mudstone Whetstone, 1, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 6),
(494, 75, 370, null, ../../assets/recipe-icons/blacksmith/bluespirit-halfheart-saw.png, Bluespirit Halfheart Saw, 1, Bluespirit Tile, 3, White Ash Lumber, 1, null, null, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 6),
(495, 75, 370, null, ../../assets/recipe-icons/blacksmith/bluespirit-cross-pein-hammer.png, Bluespirit Cross-pein Hammer, 1, Bluespirit Tile, 2, White Ash Lumber, 1, Atrociraptor Leather, 1, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 6),
(496, 75, 370, null, ../../assets/recipe-icons/blacksmith/bluespirit-raising-hammer.png, Bluespirit Raising Hammer, 1, Bluespirit Tile, 3, White Ash Lumber, 1, null, null, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 6),
(497, 75, 370, null, ../../assets/recipe-icons/blacksmith/bluespirit-lapidary-hammer.png, Bluespirit Lapidary Hammer, 1, Bluespirit Tile, 1, Manasilver Nugget, 2, White Ash Lumber, 1, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 6),
(498, 75, 370, null, ../../assets/recipe-icons/blacksmith/bluespirit-round-knife.png, Bluespirit Round Knife, 1, Bluespirit Tile, 1, Manasilver Nugget, 1, White Ash Lumber, 1, Hard Mudstone Whetstone, 1, null, null, null, null, Fire Crystal, 7, Earth Crystal, 6),
(499, 75, 370, null, ../../assets/recipe-icons/blacksmith/bluespirit-pickaxe.png, Bluespirit Pickaxe, 1, Bluespirit Tile, 2, White Ash Lumber, 1, Atrociraptor Leather, 1, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 6),
(500, 75, 370, null, ../../assets/recipe-icons/blacksmith/bluespirit-hatchet.png, Bluespirit Hatchet, 1, Bluespirit Tile, 2, Manasilver Nugget, 1, White Ash Lumber, 1, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 6),
(501, 76, null, null, ../../assets/recipe-icons/blacksmith/titanbronze-ingot.png, Titanbronze Ingot, 1, Titancopper Ore, 4, Titanium Ore, 1, null, null, null, null, null, null, null, null, Fire Crystal, 7, null, null),
(502, 76, 409, null, ../../assets/recipe-icons/blacksmith/titanbronze-kilij.png, Titanbronze Kilij, 1, Titanbronze Ingot, 2, Triplite, 1, Titanium Nugget, 1, Starch Glue, 1, null, null, null, null, Fire Crystal, 7, Earth Crystal, 6),
(503, 76, 409, null, ../../assets/recipe-icons/blacksmith/titanbronze-battleaxe.png, Titanbronze Battleaxe, 1, Titanbronze Ingot, 3, Triplite, 1, Amphiptere Leather, 1, Starch Glue, 1, null, null, null, null, Fire Crystal, 7, Earth Crystal, 6),
(504, 76, 409, null, ../../assets/recipe-icons/blacksmith/titanbronze-guillotine.png, Titanbronze Guillotine, 1, Titanbronze Ingot, 3, Triplite, 1, Amphiptere Leather, 1, Starch Glue, 1, null, null, null, null, Fire Crystal, 7, Earth Crystal, 6),
(505, 76, 409, null, ../../assets/recipe-icons/blacksmith/titanbronze-bayonet.png, Titanbronze Bayonet, 1, Titanbronze Ingot, 2, Sandteak Lumber, 1, Lazurite, 1, Titanium Nugget, 1, null, null, null, null, Fire Crystal, 7, Earth Crystal, 6),
(506, 76, 409, null, ../../assets/recipe-icons/blacksmith/titanbronze-fists.png, Titanbronze Fists, 1, Titanbronze Ingot, 2, Titanbronze Nugget, 1, Lazurite, 1, Titanium Nugget, 1, Starch Glue, 1, null, null, Fire Crystal, 7, Earth Crystal, 6),
(507, 76, 409, null, ../../assets/recipe-icons/blacksmith/titanbronze-uchigatana.png, Titanbronze Uchigatana, 1, Titanbronze Ingot, 2, Titanbronze Nugget, 1, Triplite, 1, Hardsilver Nugget, 1, Tuff Whetstone, 1, null, null, Fire Crystal, 7, Earth Crystal, 6),
(508, 76, 409, null, ../../assets/recipe-icons/blacksmith/titanbronze-daggers.png, Titanbronze Daggers, 1, Titanbronze Ingot, 2, Triplite, 1, Amphiptere Leather, 1, Starch Glue, 1, null, null, null, null, Fire Crystal, 7, Earth Crystal, 6),
(509, 76, 409, null, ../../assets/recipe-icons/blacksmith/titanbronze-musketoon.png, Titanbronze Musketoon, 1, Titanbronze Ingot, 2, Titanbronze Nugget, 1, Sandteak Lumber, 1, Titanium Nugget, 1, Crimson Firesand, 1, null, null, Fire Crystal, 7, Earth Crystal, 6),
(510, 76, 409, null, ../../assets/recipe-icons/blacksmith/titanbronze-chakrams.png, Titanbronze Chakrams, 1, Titanbronze Ingot, 2, Titanbronze Nugget, 2, Titanium Nugget, 1, Starch Glue, 1, Tuff Whetstone, 1, null, null, Fire Crystal, 7, Earth Crystal, 6),
(511, 77, 400, null, ../../assets/recipe-icons/blacksmith/titanbronze-saw.png, Titanbronze Saw, 1, Titanbronze Ingot, 3, Sandteak Lumber, 1, null, null, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(512, 77, 400, null, ../../assets/recipe-icons/blacksmith/titanbronze-claw-hammer.png, Titanbronze Claw Hammer, 1, Titanbronze Ingot, 2, Sandteak Lumber, 1, null, null, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(513, 77, 400, null, ../../assets/recipe-icons/blacksmith/titanbronze-lump-hammer.png, Titanbronze Lump Hammer, 1, Titanbronze Ingot, 2, Sandteak Lumber, 1, Zonure Leather, 1, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(514, 77, 400, null, ../../assets/recipe-icons/blacksmith/titanbronze-file.png, Titanbronze File, 1, Titanbronze Ingot, 2, Ovim Wool, 1, null, null, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(515, 77, 400, null, ../../assets/recipe-icons/blacksmith/titanbronze-ball-pein-hammer.png, Titanbronze Ball-pein Hammer, 1, Titanbronze Ingot, 3, Sandteak Lumber, 1, null, null, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(516, 77, 400, null, ../../assets/recipe-icons/blacksmith/titanbronze-pliers.png, Titanbronze Pliers, 1, Titanbronze Ingot, 2, Titanbronze Nugget, 1, null, null, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(517, 77, 400, null, ../../assets/recipe-icons/blacksmith/titanbronze-texture-hammer.png, Titanbronze Texture Hammer, 1, Titanbronze Ingot, 1, Titanbronze Nugget, 2, Sandteak Lumber, 1, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(518, 77, 400, null, ../../assets/recipe-icons/blacksmith/titanbronze-creasing-knife.png, Titanbronze Creasing Knife, 1, Titanbronze Ingot, 1, Titanbronze Nugget, 1, Sandteak Lumber, 1, Tuff Whetstone, 1, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(519, 77, 400, null, ../../assets/recipe-icons/blacksmith/titanbronze-awl.png, Titanbronze Awl, 1, Titanbronze Ingot, 2, Sandteak Lumber, 1, Ovim Wool Yarn, 1, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(520, 77, 400, null, ../../assets/recipe-icons/blacksmith/titanbronze-mortar.png, Titanbronze Mortar, 1, Titanbronze Ingot, 2, Sandteak Lumber, 1, null, null, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(521, 77, 400, null, ../../assets/recipe-icons/blacksmith/titanbronze-culinary-knife.png, Titanbronze Culinary Knife, 1, Titanbronze Ingot, 2, Sandteak Lumber, 1, Tuff Whetstone, 1, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(522, 77, 400, null, ../../assets/recipe-icons/blacksmith/titanbronze-pickaxe.png, Titanbronze Pickaxe, 1, Titanbronze Ingot, 2, Sandteak Lumber, 1, Zonure Leather, 1, Wildfowl Feather, 2, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(523, 77, 400, null, ../../assets/recipe-icons/blacksmith/titanbronze-sledgehammer.png, Titanbronze Sledgehammer, 1, Titanbronze Ingot, 2, Sandteak Lumber, 1, null, null, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(524, 77, 400, null, ../../assets/recipe-icons/blacksmith/titanbronze-hatchet.png, Titanbronze Hatchet, 1, Titanbronze Ingot, 2, Titanbronze Nugget, 1, Sandteak Lumber, 1, Muud Suud Horn, 1, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(525, 77, 400, null, ../../assets/recipe-icons/blacksmith/titanbronze-scythe.png, Titanbronze Scythe, 1, Titanbronze Ingot, 2, Sandteak Lumber, 1, Tuff Whetstone, 1, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(526, 78, null, null, ../../assets/recipe-icons/blacksmith/dwarven-mythril-ingot.png, Dwarven Mythril Ingot, 1, Dimythrite Ore, 4, Mythrite Ore, 1, null, null, null, null, null, null, null, null, Fire Crystal, 7, null, null),
(527, 78, 415, null, ../../assets/recipe-icons/blacksmith/dwarven-mythril-pikenstock.png, Dwarven Mythril Pikenstock, 1, Dwarven Mythril Ingot, 2, Dwarven Mythril Nugget, 1, Deepgold Ingot, 1, Starch Glue, 1, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(528, 78, 415, null, ../../assets/recipe-icons/blacksmith/dwarven-mythril-hammer.png, Dwarven Mythril Hammer, 1, Dwarven Mythril Ingot, 3, Dwarven Mythril Nugget, 1, Deepgold Ingot, 1, Starch Glue, 1, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(529, 78, 415, null, ../../assets/recipe-icons/blacksmith/dwarven-mythril-guillotine.png, Dwarven Mythril Guillotine, 1, Dwarven Mythril Ingot, 3, Dwarven Mythril Nugget, 1, Deepgold Ingot, 1, Starch Glue, 1, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(530, 78, 415, null, ../../assets/recipe-icons/blacksmith/dwarven-mythril-manatrigger.png, Dwarven Mythril Manatrigger, 1, Dwarven Mythril Ingot, 2, Dwarven Mythril Nugget, 1, Lignum Vitae Lumber, 1, Stonegold Ingot, 2, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(531, 78, 415, null, ../../assets/recipe-icons/blacksmith/dwarven-mythril-knuckles.png, Dwarven Mythril Knuckles, 1, Dwarven Mythril Ingot, 2, Dwarven Mythril Nugget, 2, Deepgold Ingot, 1, Starch Glue, 1, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(532, 78, 415, null, ../../assets/recipe-icons/blacksmith/dwarven-mythril-uchigatana.png, Dwarven Mythril Uchigatana, 1, Dwarven Mythril Ingot, 2, Dwarven Mythril Nugget, 1, Stonegold Nugget, 1, Tuff Whetstone, 1, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(533, 78, 415, null, ../../assets/recipe-icons/blacksmith/dwarven-mythril-rotaries.png, Dwarven Mythril Rotaries, 1, Dwarven Mythril Ingot, 2, Lignum Vitae Lumber, 1, Deepgold Ingot, 1, Starch Glue, 1, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(534, 78, 415, null, ../../assets/recipe-icons/blacksmith/dwarven-mythril-pistol.png, Dwarven Mythril Pistol, 1, Dwarven Mythril Ingot, 1, Dwarven Mythril Nugget, 1, Lignum Vitae Lumber, 1, Starch Glue, 1, Crimson Firesand, 1, null, null, Fire Crystal, 7, Earth Crystal, 7),
(535, 78, 415, null, ../../assets/recipe-icons/blacksmith/dwarven-mythril-glaives.png, Dwarven Mythril Glaives, 1, Dwarven Mythril Ingot, 2, Dwarven Mythril Nugget, 1, Stonegold Nugget, 1, Tuff Whetstone, 1, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(536, 78, 415, null, ../../assets/recipe-icons/blacksmith/dwarven-mythril-planisphere.png, Dwarven Mythril Planisphere, 1, Dwarven Mythril Ingot, 2, Triplite, 1, Enchanted Dimythrite Ink, 1, Stonegold Nugget, 1, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(537, 79, 430, null, ../../assets/recipe-icons/blacksmith/dwarven-mythril-claw-hammer.png, Dwarven Mythril Claw Hammer, 1, Dwarven Mythril Ingot, 2, Lignum Vitae Lumber, 1, null, null, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(538, 79, 430, null, ../../assets/recipe-icons/blacksmith/dwarven-mythril-file.png, Dwarven Mythril File, 1, Dwarven Mythril Ingot, 2, Dwarven Cotton, 1, null, null, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(539, 79, 430, null, ../../assets/recipe-icons/blacksmith/dwarven-mythril-pliers.png, Dwarven Mythril Pliers, 1, Dwarven Mythril Ingot, 2, Dwarven Mythril Nugget, 1, null, null, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(540, 79, 430, null, ../../assets/recipe-icons/blacksmith/dwarven-mythril-awl.png, Dwarven Mythril Awl, 1, Dwarven Mythril Ingot, 2, Lignum Vitae Lumber, 1, Sea Swallow Leather, 1, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(541, 79, 430, null, ../../assets/recipe-icons/blacksmith/dwarven-mythril-mortar.png, Dwarven Mythril Mortar, 1, Dwarven Mythril Ingot, 2, Lignum Vitae Lumber, 1, null, null, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(542, 79, 430, null, ../../assets/recipe-icons/blacksmith/dwarven-mythril-culinary-knife.png, Dwarven Mythril Culinary Knife, 1, Dwarven Mythril Ingot, 2, Lignum Vitae Lumber, 1, Tuff Whetstone, 1, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(543, 79, 430, null, ../../assets/recipe-icons/blacksmith/dwarven-mythril-sledgehammer.png, Dwarven Mythril Sledgehammer, 1, Dwarven Mythril Ingot, 2, Lignum Vitae Lumber, 1, null, null, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(544, 79, 430, null, ../../assets/recipe-icons/blacksmith/dwarven-mythril-scythe.png, Dwarven Mythril Scythe, 1, Dwarven Mythril Ingot, 2, Lignum Vitae Lumber, 1, Tuff Whetstone, 1, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(545, 80, 430, null, ../../assets/recipe-icons/blacksmith/dwarven-mythril-saw.png, Dwarven Mythril Saw, 1, Dwarven Mythril Ingot, 3, Lignum Vitae Lumber, 1, null, null, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(546, 80, 430, null, ../../assets/recipe-icons/blacksmith/dwarven-mythril-cross-pein-hammer.png, Dwarven Mythril Cross-pein Hammer, 1, Dwarven Mythril Ingot, 2, Lignum Vitae Lumber, 1, Starch Glue, 1, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(547, 80, 430, null, ../../assets/recipe-icons/blacksmith/dwarven-mythril-raising-hammer.png, Dwarven Mythril Raising Hammer, 1, Dwarven Mythril Ingot, 3, Lignum Vitae Lumber, 1, null, null, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(548, 80, 430, null, ../../assets/recipe-icons/blacksmith/dwarven-mythril-lapidary-hammer.png, Dwarven Mythril Lapidary Hammer, 1, Dwarven Mythril Ingot, 1, Dwarven Mythril Nugget, 2, Lignum Vitae Lumber, 1, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(549, 80, 430, null, ../../assets/recipe-icons/blacksmith/dwarven-mythril-round-knife.png, Dwarven Mythril Round Knife, 1, Dwarven Mythril Ingot, 1, Dwarven Mythril Nugget, 1, Lignum Vitae Lumber, 1, Tuff Whetstone, 1, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(550, 80, 430, null, ../../assets/recipe-icons/blacksmith/dwarven-mythril-pickaxe.png, Dwarven Mythril Pickaxe, 1, Dwarven Mythril Ingot, 2, Lignum Vitae Lumber, 1, Sea Swallow Leather, 1, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(551, 80, 430, null, ../../assets/recipe-icons/blacksmith/dwarven-mythril-hatchet.png, Dwarven Mythril Hatchet, 1, Dwarven Mythril Ingot, 2, Dwarven Mythril Nugget, 1, Lignum Vitae Lumber, 1, null, null, null, null, null, null, Fire Crystal, 7, Earth Crystal, 7),
(552, 50 , null, Master Blacksmith I, ../../assets/recipe-icons/blacksmith/darksteel-hook.png, Darksteel Hook, 1, Darksteel Nugget, 2, null, null, null, null, null, null, null, null, null, null, Fire Shard, 11, Earth Shard, 10),
(553, 50 , null, Master Blacksmith I, ../../assets/recipe-icons/blacksmith/magitek-repair-materials.png, Magitek Repair Materials, 1, Dark Matter Cluster, 1, Grade 6 Dark Matter, 5, null, null, null, null, null, null, null, null, Fire Crystal, 5, Earth Crystal, 5),
(554, 50 , null, Master Blacksmith I, ../../assets/recipe-icons/blacksmith/balanced-darksteel-hook.png, Balanced Darksteel Hook, 1, Darksteel Hook, 1, Fieldcraft Demimateria III, 2, null, null, null, null, null, null, null, null, Fire Shard, 12, Earth Shard, 11),
(555, 50 , null, Master Blacksmith I, ../../assets/recipe-icons/blacksmith/mummer's-daggers.png, Mummer's Daggers, 1, Composite Whetstone, 3, Scheelite, 1, Ferberite, 1, null, null, null, null, null, null, Fire Cluster, 3, Earth Cluster, 2),
(556, 50 , null, Master Blacksmith I, ../../assets/recipe-icons/blacksmith/wolfram-ingot.png, Wolfram Ingot, 1, Scheelite, 1, Ferberite, 1, Cobalt Ore, 1, null, null, null, null, null, null, Fire Cluster, 2, Earth Cluster, 1),
(557, 50 , null, Master Blacksmith I, ../../assets/recipe-icons/blacksmith/perfect-pestle.png, Perfect Pestle, 1, Aged Pestle Pieces, 1, Cypress Log, 2, Peiste Leather, 1, null, null, null, null, null, null, Fire Cluster, 2, Earth Cluster, 1),
(558, 50 , 70, Master Blacksmith I, ../../assets/recipe-icons/blacksmith/artisan's-claw-hammer.png, Artisan's Claw Hammer, 1, Wolfram Ingot, 1, Treated Spruce Lumber, 1, Shark Oil, 1, Quick-hardening Sealant, 6, null, null, null, null, Fire Cluster, 2, Earth Cluster, 1),
