(1, 1, null, null, ../../assets/recipe-icons/weaver/hempen-yarn.png, Hempen Yarn, 2, Moko Grass, 2, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, null, null),
(354, 51, 1, null, ../../assets/recipe-icons/weaver/rainbow-breeches.png, Rainbow Breeches, 1, Rainbow Cloth, 1, Sylphic Silk, 1, Rainbow Thread, 1, Electrum Ingot, 1, null, null, null, null, Lightning Crystal, 3, Wind Crystal, 2),
(355, 51, 115, null, ../../assets/recipe-icons/weaver/rainbow-ribbon-of-fending.png, Rainbow Ribbon of Fending, 1, Rainbow Cloth, 2, Agate, 1, Rainbow Thread, 1, null, null, null, null, null, null, Lightning Crystal, 3, Wind Crystal, 2),
(356, 51, 115, null, ../../assets/recipe-icons/weaver/rainbow-ribbon-of-slaying.png, Rainbow Ribbon of Slaying, 1, Rainbow Cloth, 2, Agate, 1, Rainbow Thread, 1, null, null, null, null, null, null, Lightning Crystal, 3, Wind Crystal, 2),
(357, 51, 115, null, ../../assets/recipe-icons/weaver/rainbow-ribbon-of-aiming.png, Rainbow Ribbon of Aiming, 1, Rainbow Cloth, 2, Agate, 1, Rainbow Thread, 1, null, null, null, null, null, null, Lightning Crystal, 3, Wind Crystal, 2),
(358, 51, 115, null, ../../assets/recipe-icons/weaver/rainbow-ribbon-of-healing.png, Rainbow Ribbon of Healing, 1, Rainbow Cloth, 2, Agate, 1, Rainbow Thread, 1, null, null, null, null, null, null, Lightning Crystal, 3, Wind Crystal, 2),
(359, 51, 115, null, ../../assets/recipe-icons/weaver/rainbow-ribbon-of-casting.png, Rainbow Ribbon of Casting, 1, Rainbow Cloth, 2, Agate, 1, Rainbow Thread, 1, null, null, null, null, null, null, Lightning Crystal, 3, Wind Crystal, 2),
(360, 52, null, null, ../../assets/recipe-icons/weaver/holy-rainbow-cloth.png, Holy Rainbow Cloth, 1, Rainbow Cloth, 1, Holy Water, 2, null, null, null, null, null, null, null, null, Lightning Crystal, 3, null, null),
(361, 52, 125, null, ../../assets/recipe-icons/weaver/holy-rainbow-scarf-of-scouting.png, Holy Rainbow Scarf of Scouting, 1, Holy Rainbow Cloth, 3, Rainbow Thread, 1, null, null, null, null, null, null, null, null, Lightning Crystal, 3, Wind Crystal, 3),
(362, 52, 125, null, ../../assets/recipe-icons/weaver/holy-rainbow-hat-of-aiming.png, Holy Rainbow Hat of Aiming, 1, Holy Rainbow Cloth, 3, Rainbow Thread, 1, Mythrite Nugget, 1, Chocobo Feather, 1, null, null, null, null, Lightning Crystal, 3, Wind Crystal, 3),
(363, 52, 125, null, ../../assets/recipe-icons/weaver/holy-rainbow-sarouel-of-fending.png, Holy Rainbow Sarouel of Fending, 1, Holy Rainbow Cloth, 3, Rainbow Thread, 1, Wyvern Leather, 1, null, null, null, null, null, null, Lightning Crystal, 3, Wind Crystal, 3),
(364, 52, 125, null, ../../assets/recipe-icons/weaver/holy-rainbow-sarouel-of-maiming.png, Holy Rainbow Sarouel of Maiming, 1, Holy Rainbow Cloth, 3, Rainbow Thread, 1, Wyvern Leather, 1, null, null, null, null, null, null, Lightning Crystal, 3, Wind Crystal, 3),
(365, 52, 125, null, ../../assets/recipe-icons/weaver/holy-rainbow-sarouel-of-striking.png, Holy Rainbow Sarouel of Striking, 1, Holy Rainbow Cloth, 3, Rainbow Thread, 1, Wyvern Leather, 1, null, null, null, null, null, null, Lightning Crystal, 3, Wind Crystal, 3),
(366, 52, 125, null, ../../assets/recipe-icons/weaver/holy-rainbow-sarouel-of-scouting.png, Holy Rainbow Sarouel of Scouting, 1, Holy Rainbow Cloth, 3, Rainbow Thread, 1, Wyvern Leather, 1, null, null, null, null, null, null, Lightning Crystal, 3, Wind Crystal, 3),
(367, 52, 125, null, ../../assets/recipe-icons/weaver/holy-rainbow-sarouel-of-aiming.png, Holy Rainbow Sarouel of Aiming, 1, Holy Rainbow Cloth, 3, Rainbow Thread, 1, Wyvern Leather, 1, null, null, null, null, null, null, Lightning Crystal, 3, Wind Crystal, 3),
(368, 52, 125, null, ../../assets/recipe-icons/weaver/holy-rainbow-sarouel-of-casting.png, Holy Rainbow Sarouel of Casting, 1, Holy Rainbow Cloth, 3, Rainbow Thread, 1, Wyvern Leather, 1, null, null, null, null, null, null, Lightning Crystal, 3, Wind Crystal, 3),
(369, 52, 125, null, ../../assets/recipe-icons/weaver/holy-rainbow-sarouel-of-healing.png, Holy Rainbow Sarouel of Healing, 1, Holy Rainbow Cloth, 3, Rainbow Thread, 1, Wyvern Leather, 1, null, null, null, null, null, null, Lightning Crystal, 3, Wind Crystal, 3),
(370, 53, 80, null, ../../assets/recipe-icons/weaver/holy-rainbow-wedge-cap.png, Holy Rainbow Wedge Cap, 1, Holy Rainbow Cloth, 2, Rainbow Thread, 1, Mythrite Nugget, 1, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 3),
(371, 53, 80, null, ../../assets/recipe-icons/weaver/holy-rainbow-hat.png, Holy Rainbow Hat, 1, Holy Rainbow Cloth, 1, Wyvern Leather, 1, Rainbow Thread, 1, Straw, 3, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 3),
(372, 53, 125, null, ../../assets/recipe-icons/weaver/holy-rainbow-shirt-of-fending.png, Holy Rainbow Shirt of Fending, 1, Holy Rainbow Cloth, 3, Rainbow Thread, 1, Wyvern Leather, 1, Mythrite Nugget, 1, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 3),
(373, 53, 125, null, ../../assets/recipe-icons/weaver/holy-rainbow-shirt-of-maiming.png, Holy Rainbow Shirt of Maiming, 1, Holy Rainbow Cloth, 3, Rainbow Thread, 1, Wyvern Leather, 1, Mythrite Nugget, 1, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 3),
(374, 53, 125, null, ../../assets/recipe-icons/weaver/holy-rainbow-shirt-of-striking.png, Holy Rainbow Shirt of Striking, 1, Holy Rainbow Cloth, 3, Rainbow Thread, 1, Wyvern Leather, 1, Mythrite Nugget, 1, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 3),
(375, 53, 125, null, ../../assets/recipe-icons/weaver/holy-rainbow-shirt-of-scouting.png, Holy Rainbow Shirt of Scouting, 1, Holy Rainbow Cloth, 3, Rainbow Thread, 1, Wyvern Leather, 1, Mythrite Nugget, 1, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 3),
(376, 53, 125, null, ../../assets/recipe-icons/weaver/holy-rainbow-shirt-of-aiming.png, Holy Rainbow Shirt of Aiming, 1, Holy Rainbow Cloth, 3, Rainbow Thread, 1, Wyvern Leather, 1, Mythrite Nugget, 1, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 3),
(377, 53, 125, null, ../../assets/recipe-icons/weaver/holy-rainbow-shirt-of-casting.png, Holy Rainbow Shirt of Casting, 1, Holy Rainbow Cloth, 3, Rainbow Thread, 1, Wyvern Leather, 1, Mythrite Nugget, 1, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 3),
(378, 53, 125, null, ../../assets/recipe-icons/weaver/holy-rainbow-shirt-of-healing.png, Holy Rainbow Shirt of Healing, 1, Holy Rainbow Cloth, 3, Rainbow Thread, 1, Wyvern Leather, 1, Mythrite Nugget, 1, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 3),
(379, 53, 80, null, ../../assets/recipe-icons/weaver/holy-rainbow-gloves.png, Holy Rainbow Gloves, 1, Holy Rainbow Cloth, 2, Rainbow Thread, 1, null, null, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 3),
(380, 53, 80, null, ../../assets/recipe-icons/weaver/holy-rainbow-work-gloves.png, Holy Rainbow Work Gloves, 1, Holy Rainbow Cloth, 2, Wyvern Leather, 1, Rainbow Thread, 1, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 3),
(381, 54, null, null, ../../assets/recipe-icons/weaver/ramie-cloth.png, Ramie Cloth, 1, Ramie Thread, 2, Linen Yarn, 1, null, null, null, null, null, null, null, null, Lightning Crystal, 2, null, null),
(382, 54, null, null, ../../assets/recipe-icons/weaver/ramie-thread.png, Ramie Thread, 2, Stalk of Ramie, 3, Flax, 2, null, null, null, null, null, null, null, null, Lightning Crystal, 2, null, null),
(383, 54, 125, null, ../../assets/recipe-icons/weaver/holy-rainbow-hat-of-healing.png, Holy Rainbow Hat of Healing, 1, Holy Rainbow Cloth, 3, Rainbow Thread, 1, Mythrite Nugget, 1, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 3),
(384, 54, 80, null, ../../assets/recipe-icons/weaver/holy-rainbow-coatee.png, Holy Rainbow Coatee, 1, Holy Rainbow Cloth, 3, Rainbow Thread, 1, Mythrite Nugget, 1, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 3),
(385, 54, 133, null, ../../assets/recipe-icons/weaver/ramie-halfgloves-of-casting.png, Ramie Halfgloves of Casting, 1, Ramie Cloth, 2, Dhalmel Leather, 1, Ramie Thread, 1, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 3),
(386, 54, 133, null, ../../assets/recipe-icons/weaver/ramie-halfgloves-of-healing.png, Ramie Halfgloves of Healing, 1, Ramie Cloth, 2, Dhalmel Leather, 1, Ramie Thread, 1, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 3),
(387, 54, 90, null, ../../assets/recipe-icons/weaver/holy-rainbow-apron.png, Holy Rainbow Apron, 1, Holy Rainbow Cloth, 2, Ramie Thread, 1, Mythrite Nugget, 1, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 3),
(388, 54, 80, null, ../../assets/recipe-icons/weaver/holy-rainbow-bottoms.png, Holy Rainbow Bottoms, 1, Holy Rainbow Cloth, 2, Wyvern Leather, 1, Rainbow Thread, 1, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 3),
(389, 54, 80, null, ../../assets/recipe-icons/weaver/holy-rainbow-shoes.png, Holy Rainbow Shoes, 1, Holy Rainbow Cloth, 2, Rainbow Thread, 1, Mythrite Nugget, 1, Rubber, 1, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 3),
(390, 54, 133, null, ../../assets/recipe-icons/weaver/ramie-ribbon-of-fending.png, Ramie Ribbon of Fending, 1, Ramie Cloth, 2, Larimar, 1, Ramie Thread, 1, Grade 1 Vitality Dissolvent, 1, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 3),
(391, 54, 133, null, ../../assets/recipe-icons/weaver/ramie-ribbon-of-slaying.png, Ramie Ribbon of Slaying, 1, Ramie Cloth, 2, Larimar, 1, Ramie Thread, 1, Grade 1 Strength Dissolvent, 1, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 3),
(392, 54, 133, null, ../../assets/recipe-icons/weaver/ramie-ribbon-of-aiming.png, Ramie Ribbon of Aiming, 1, Ramie Cloth, 2, Larimar, 1, Ramie Thread, 1, Grade 1 Dexterity Dissolvent, 1, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 3),
(393, 54, 133, null, ../../assets/recipe-icons/weaver/ramie-ribbon-of-healing.png, Ramie Ribbon of Healing, 1, Ramie Cloth, 2, Larimar, 1, Ramie Thread, 1, Grade 1 Mind Dissolvent, 1, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 3),
(394, 54, 133, null, ../../assets/recipe-icons/weaver/ramie-ribbon-of-casting.png, Ramie Ribbon of Casting, 1, Ramie Cloth, 2, Larimar, 1, Ramie Thread, 1, Grade 1 Intelligence Dissolvent, 1, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 3),
(395, 55, 100, null, ../../assets/recipe-icons/weaver/ramie-turban-of-crafting.png, Ramie Turban of Crafting, 1, Ramie Cloth, 2, Ramie Thread, 1, Rose Gold Nugget, 1, Star Sapphire, 1, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 4),
(396, 55, 1, null, ../../assets/recipe-icons/weaver/ramie-hood.png, Ramie Hood, 1, Ramie Cloth, 1, Undyed Woolen Cloth, 1, Blue Fox Hide, 1, Woolen Yarn, 1, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 4),
(397, 55, 133, null, ../../assets/recipe-icons/weaver/ramie-robe-of-casting.png, Ramie Robe of Casting, 1, Ramie Cloth, 3, Dhalmel Leather, 1, Ramie Thread, 1, Rose Gold Nugget, 1, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 4),
(398, 55, 133, null, ../../assets/recipe-icons/weaver/ramie-robe-of-healing.png, Ramie Robe of Healing, 1, Ramie Cloth, 3, Dhalmel Leather, 1, Ramie Thread, 1, Rose Gold Nugget, 1, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 4),
(399, 55, 1, null, ../../assets/recipe-icons/weaver/ramie-tabard.png, Ramie Tabard, 1, Ramie Cloth, 2, Dhalmel Leather, 1, Ramie Thread, 1, Iron Ingot, 1, Turquoise, 2, null, null, Lightning Crystal, 4, Wind Crystal, 4),
(400, 55, 1, null, ../../assets/recipe-icons/weaver/ramie-poncho.png, Ramie Poncho, 1, Ramie Cloth, 1, Undyed Woolen Cloth, 2, Blue Fox Hide, 2, Woolen Yarn, 2, Titanium Nugget, 1, null, null, Lightning Crystal, 4, Wind Crystal, 4),
(401, 55, 133, null, ../../assets/recipe-icons/weaver/ramie-trousers-of-striking.png, Ramie Trousers of Striking, 1, Ramie Cloth, 2, Dhalmel Leather, 2, Ramie Thread, 1, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 4),
(402, 55, 133, null, ../../assets/recipe-icons/weaver/ramie-trousers-of-scouting.png, Ramie Trousers of Scouting, 1, Ramie Cloth, 2, Dhalmel Leather, 2, Ramie Thread, 1, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 4),
(403, 55, 133, null, ../../assets/recipe-icons/weaver/ramie-trousers-of-aiming.png, Ramie Trousers of Aiming, 1, Ramie Cloth, 2, Dhalmel Leather, 2, Ramie Thread, 1, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 4),
(404, 55, 133, null, ../../assets/recipe-icons/weaver/ramie-tonban-of-casting.png, Ramie Tonban of Casting, 1, Ramie Cloth, 3, Dhalmel Leather, 1, Ramie Thread, 1, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 4),
(405, 55, 133, null, ../../assets/recipe-icons/weaver/ramie-tonban-of-healing.png, Ramie Tonban of Healing, 1, Ramie Cloth, 3, Dhalmel Leather, 1, Ramie Thread, 1, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 4),
(406, 55, 1, null, ../../assets/recipe-icons/weaver/ramie-kecks.png, Ramie Kecks, 1, Ramie Cloth, 2, Dhalmel Leather, 1, Ramie Thread, 1, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 4),
(407, 55, 1, null, ../../assets/recipe-icons/weaver/ramie-pantalettes.png, Ramie Pantalettes, 1, Ramie Cloth, 1, Dhalmel Leather, 1, Iron Rivets, 1, null, null, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 4),
(408, 55, 1, null, ../../assets/recipe-icons/weaver/ramie-slops.png, Ramie Slops, 1, Ramie Cloth, 2, Undyed Woolen Cloth, 2, Blue Fox Hide, 1, Woolen Yarn, 2, null, null, null, null, Lightning Crystal, 4, Wind Crystal, 4),
(409, 56, null, null, ../../assets/recipe-icons/weaver/hallowed-ramie-cloth.png, Hallowed Ramie Cloth, 1, Ramie Cloth, 1, Hallowed Water, 2, null, null, null, null, null, null, null, null, Lightning Crystal, 5, null, null),
(410, 56, 100, null, ../../assets/recipe-icons/weaver/ramie-doublet-of-crafting.png, Ramie Doublet of Crafting, 1, Ramie Cloth, 2, Dhalmel Leather, 2, Ramie Thread, 1, Hardsilver Nugget, 1, null, null, null, null, Lightning Crystal, 5, Wind Crystal, 4),
(411, 56, 1, null, ../../assets/recipe-icons/weaver/ramie-shirt.png, Ramie Shirt, 1, Ramie Cloth, 2, Ramie Thread, 1, Dragon Leather, 1, Cobalt Ingot, 1, null, null, null, null, Lightning Crystal, 5, Wind Crystal, 4),
(412, 56, 139, null, ../../assets/recipe-icons/weaver/hallowed-ramie-sash-of-aiming.png, Hallowed Ramie Sash of Aiming, 1, Hallowed Ramie Cloth, 2, Ramie Thread, 1, Grade 1 Dexterity Dissolvent, 1, null, null, null, null, null, null, Lightning Crystal, 5, Wind Crystal, 4),
(413, 56, 139, null, ../../assets/recipe-icons/weaver/hallowed-ramie-sash-of-casting.png, Hallowed Ramie Sash of Casting, 1, Hallowed Ramie Cloth, 2, Ramie Thread, 1, Grade 1 Intelligence Dissolvent, 1, null, null, null, null, null, null, Lightning Crystal, 5, Wind Crystal, 4),
(414, 56, 139, null, ../../assets/recipe-icons/weaver/hallowed-ramie-sash-of-healing.png, Hallowed Ramie Sash of Healing, 1, Hallowed Ramie Cloth, 2, Ramie Thread, 1, Grade 1 Mind Dissolvent, 1, null, null, null, null, null, null, Lightning Crystal, 5, Wind Crystal, 4),
(415, 56, 100, null, ../../assets/recipe-icons/weaver/ramie-skirt.png, Ramie Skirt, 1, Ramie Cloth, 3, Holy Rainbow Cloth, 1, Ramie Thread, 1, null, null, null, null, null, null, Lightning Crystal, 5, Wind Crystal, 4),
(416, 56, 100, null, ../../assets/recipe-icons/weaver/ramie-trousers-of-gathering.png, Ramie Trousers of Gathering, 1, Ramie Cloth, 3, Dhalmel Leather, 1, Ramie Thread, 1, null, null, null, null, null, null, Lightning Crystal, 5, Wind Crystal, 4),
(417, 56, null, null, ../../assets/recipe-icons/weaver/orthodox-barding.png, Orthodox Barding, 1, Ramie Cloth, 4, Dhalmel Leather, 1, Electrum Ingot, 1, Larimar, 2, null, null, null, null, Lightning Crystal, 5, Wind Crystal, 4),
(418, 57, null, null, ../../assets/recipe-icons/weaver/crawler-silk.png, Crawler Silk, 2, Crawler Cocoon, 3, Silkworm Cocoon, 2, Effervescent Water, 1, null, null, null, null, null, null, Lightning Crystal, 5, null, null),
(419, 57, 139, null, ../../assets/recipe-icons/weaver/hallowed-ramie-doublet-of-aiming.png, Hallowed Ramie Doublet of Aiming, 1, Hallowed Ramie Cloth, 3, Dhalmel Leather, 1, Opal, 1, Grade 1 Dexterity Dissolvent, 2, null, null, null, null, Lightning Crystal, 5, Wind Crystal, 4),
(420, 57, 139, null, ../../assets/recipe-icons/weaver/hallowed-ramie-doublet-of-casting.png, Hallowed Ramie Doublet of Casting, 1, Hallowed Ramie Cloth, 3, Dhalmel Leather, 1, Opal, 1, Grade 1 Intelligence Dissolvent, 2, null, null, null, null, Lightning Crystal, 5, Wind Crystal, 4),
(421, 57, 139, null, ../../assets/recipe-icons/weaver/hallowed-ramie-doublet-of-healing.png, Hallowed Ramie Doublet of Healing, 1, Hallowed Ramie Cloth, 3, Dhalmel Leather, 1, Opal, 1, Grade 1 Mind Dissolvent, 2, null, null, null, null, Lightning Crystal, 5, Wind Crystal, 4),
(422, 57, 139, null, ../../assets/recipe-icons/weaver/hallowed-ramie-gaskins-of-aiming.png, Hallowed Ramie Gaskins of Aiming, 1, Hallowed Ramie Cloth, 3, Dhalmel Leather, 1, Ramie Thread, 1, Grade 1 Dexterity Dissolvent, 2, null, null, null, null, Lightning Crystal, 5, Wind Crystal, 4),
(423, 57, 139, null, ../../assets/recipe-icons/weaver/hallowed-ramie-gaskins-of-casting.png, Hallowed Ramie Gaskins of Casting, 1, Hallowed Ramie Cloth, 3, Dhalmel Leather, 1, Ramie Thread, 1, Grade 1 Intelligence Dissolvent, 2, null, null, null, null, Lightning Crystal, 5, Wind Crystal, 4),
(424, 57, 139, null, ../../assets/recipe-icons/weaver/hallowed-ramie-gaskins-of-healing.png, Hallowed Ramie Gaskins of Healing, 1, Hallowed Ramie Cloth, 3, Dhalmel Leather, 1, Ramie Thread, 1, Grade 1 Mind Dissolvent, 2, null, null, null, null, Lightning Crystal, 5, Wind Crystal, 4),
(425, 58, null, null, ../../assets/recipe-icons/weaver/chimerical-felt.png, Chimerical Felt, 1, Chimera Mane, 5, Fleece, 1, Natron, 1, null, null, null, null, null, null, Lightning Crystal, 5, null, null),
(426, 58, 145, null, ../../assets/recipe-icons/weaver/chimerical-felt-cap-of-striking.png, Chimerical Felt Cap of Striking, 1, Chimerical Felt, 2, Aurum Regis Nugget, 1, Titanium Ingot, 1, Grade 1 Strength Dissolvent, 1, null, null, null, null, Lightning Crystal, 5, Wind Crystal, 5),
(427, 58, 145, null, ../../assets/recipe-icons/weaver/chimerical-felt-cap-of-scouting.png, Chimerical Felt Cap of Scouting, 1, Chimerical Felt, 2, Aurum Regis Nugget, 1, Titanium Ingot, 1, Grade 1 Dexterity Dissolvent, 1, null, null, null, null, Lightning Crystal, 5, Wind Crystal, 5),
(428, 58, 145, null, ../../assets/recipe-icons/weaver/chimerical-felt-cap-of-aiming.png, Chimerical Felt Cap of Aiming, 1, Chimerical Felt, 2, Aurum Regis Nugget, 1, Titanium Ingot, 1, Grade 1 Dexterity Dissolvent, 1, null, null, null, null, Lightning Crystal, 5, Wind Crystal, 5),
(429, 58, 145, null, ../../assets/recipe-icons/weaver/chimerical-felt-klobuk-of-healing.png, Chimerical Felt Klobuk of Healing, 1, Chimerical Felt, 2, Hallowed Chestnut Lumber, 1, Crawler Silk, 1, Grade 1 Mind Dissolvent, 1, null, null, null, null, Lightning Crystal, 5, Wind Crystal, 5),
(430, 58, 145, null, ../../assets/recipe-icons/weaver/chimerical-felt-gloves-of-healing.png, Chimerical Felt Gloves of Healing, 1, Chimerical Felt, 2, Dragon Leather, 1, Crawler Silk, 1, Grade 1 Mind Dissolvent, 1, null, null, null, null, Lightning Crystal, 5, Wind Crystal, 5),
(431, 58, 145, null, ../../assets/recipe-icons/weaver/chimerical-felt-corset-of-casting.png, Chimerical Felt Corset of Casting, 1, Chimerical Felt, 2, Crawler Silk, 1, Grade 1 Intelligence Dissolvent, 1, null, null, null, null, null, null, Lightning Crystal, 5, Wind Crystal, 5),
(432, 58, 145, null, ../../assets/recipe-icons/weaver/chimerical-felt-corset-of-healing.png, Chimerical Felt Corset of Healing, 1, Chimerical Felt, 2, Crawler Silk, 1, Grade 1 Mind Dissolvent, 1, null, null, null, null, null, null, Lightning Crystal, 5, Wind Crystal, 5),
