(1, 1, null, null, ../../assets/recipe-icons/distilled-water.png, Distilled Water, 1, Muddy Water, 1, null, null, null, null, null, null, null, null, null, null, Water Shard, 1, null, null),
(308, 50 , null, Master Alchemist II, ../../assets/recipe-icons/hunger-orchestrion-roll.png, Hunger Orchestrion Roll, 1, Blank Grade 2 Orchestrion Roll, 1, Enchanted Platinum Ink, 1, Faded Copy of Hunger, 1, null, null, null, null, null, null, Water Crystal, 7, Lightning Crystal, 7),
(309, 50 , null, Master Alchemist II, ../../assets/recipe-icons/thunderer-orchestrion-roll.png, Thunderer Orchestrion Roll, 1, Blank Grade 2 Orchestrion Roll, 1, Enchanted Platinum Ink, 1, Faded Copy of Thunderer, 1, null, null, null, null, null, null, Water Crystal, 7, Lightning Crystal, 7),
(310, 50 , null, Master Alchemist II, ../../assets/recipe-icons/rise-of-the-white-raven-orchestrion-roll.png, Rise of the White Raven Orchestrion Roll, 1, Blank Grade 2 Orchestrion Roll, 1, Enchanted Platinum Ink, 1, Faded Copy of Rise of the White Raven, 1, null, null, null, null, null, null, Water Crystal, 7, Lightning Crystal, 7),
(311, 50 , null, Master Alchemist II, ../../assets/recipe-icons/from-the-ashes-orchestrion-roll.png, From the Ashes Orchestrion Roll, 1, Blank Grade 2 Orchestrion Roll, 1, Enchanted Platinum Ink, 1, Faded Copy of From the Ashes, 1, null, null, null, null, null, null, Water Crystal, 7, Lightning Crystal, 7),
(312, 50 , null, Master Alchemist II, ../../assets/recipe-icons/footsteps-in-the-snow-orchestrion-roll.png, Footsteps in the Snow Orchestrion Roll, 1, Blank Grade 2 Orchestrion Roll, 1, Enchanted Platinum Ink, 1, Faded Copy of Footsteps in the Snow, 1, null, null, null, null, null, null, Water Crystal, 7, Lightning Crystal, 7),
(313, 50 , null, Master Alchemist II, ../../assets/recipe-icons/oblivion-orchestrion-roll.png, Oblivion Orchestrion Roll, 1, Blank Grade 2 Orchestrion Roll, 1, Enchanted Platinum Ink, 1, Faded Copy of Oblivion, 1, null, null, null, null, null, null, Water Crystal, 7, Lightning Crystal, 7),
(314, 50 , null, Master Alchemist II, ../../assets/recipe-icons/thunder-rolls-orchestrion-roll.png, Thunder Rolls Orchestrion Roll, 1, Blank Grade 2 Orchestrion Roll, 1, Enchanted Platinum Ink, 1, Faded Copy of Thunder Rolls, 1, null, null, null, null, null, null, Water Crystal, 7, Lightning Crystal, 7),
(315, 50 , null, Master Alchemist II, ../../assets/recipe-icons/the-corpse-hall-orchestrion-roll.png, The Corpse Hall Orchestrion Roll, 1, Blank Grade 2 Orchestrion Roll, 1, Enchanted Platinum Ink, 1, Faded Copy of The Corpse Hall, 1, null, null, null, null, null, null, Water Crystal, 7, Lightning Crystal, 7),
(316, 58, null, Master Alchemist III, ../../assets/recipe-icons/draconian-potion-of-strength.png, Draconian Potion of Strength, 3, Abalathian Rock Salt, 1, Dragon Blood, 2, Furymint, 2, Rue, 2, Duskborne Aethersand, 1, null, null, Water Cluster, 2, Lightning Cluster, 1),
(317, 58, null, Master Alchemist III, ../../assets/recipe-icons/draconian-potion-of-dexterity.png, Draconian Potion of Dexterity, 3, Abalathian Rock Salt, 1, Dragon Blood, 2, Furymint, 2, Coneflower, 2, Duskborne Aethersand, 1, null, null, Water Cluster, 2, Lightning Cluster, 1),
(318, 59, null, Master Alchemist III, ../../assets/recipe-icons/draconian-potion-of-vitality.png, Draconian Potion of Vitality, 3, Abalathian Rock Salt, 1, Dragon Blood, 2, Furymint, 2, Cow Bitter, 2, Duskborne Aethersand, 1, null, null, Water Cluster, 2, Lightning Cluster, 1),
(319, 59, null, Master Alchemist III, ../../assets/recipe-icons/draconian-potion-of-intelligence.png, Draconian Potion of Intelligence, 3, Abalathian Rock Salt, 1, Dragon Blood, 2, Furymint, 2, Coriander, 2, Duskborne Aethersand, 1, null, null, Water Cluster, 2, Lightning Cluster, 1),
(320, 59, null, Master Alchemist III, ../../assets/recipe-icons/draconian-potion-of-mind.png, Draconian Potion of Mind, 3, Abalathian Rock Salt, 1, Dragon Blood, 2, Furymint, 2, Dandelion, 2, Duskborne Aethersand, 1, null, null, Water Cluster, 2, Lightning Cluster, 1),
(321, 60, 150, Master Alchemist III, ../../assets/recipe-icons/noble-gold.png, Noble Gold, 1, Aurum Regis Nugget, 2, Hardsilver Ingot, 2, Chrysolite, 1, Mormorion, 1, Enchanted Aurum Regis Ink, 1, null, null, Water Cluster, 2, Lightning Cluster, 1),
(322, 60, 150, Master Alchemist III, ../../assets/recipe-icons/noble's-codex.png, Noble's Codex, 1, Aurum Regis Nugget, 2, Hardsilver Ingot, 2, Chrysolite, 1, Dragon Leather, 1, Enchanted Aurum Regis Ink, 1, null, null, Water Cluster, 2, Lightning Cluster, 1),
(323, 60, null, Master Alchemist III, ../../assets/recipe-icons/painted-foothills-orchestrion-roll.png, Painted Foothills Orchestrion Roll, 1, Blank Grade 3 Orchestrion Roll, 1, Enchanted Mythrite Ink, 1, Faded Copy of Painted Foothills, 1, null, null, null, null, null, null, Water Crystal, 6, Lightning Crystal, 5),
(324, 60, null, Master Alchemist III, ../../assets/recipe-icons/lost-in-the-clouds-orchestrion-roll.png, Lost in the Clouds Orchestrion Roll, 1, Blank Grade 3 Orchestrion Roll, 1, Enchanted Mythrite Ink, 1, Faded Copy of Lost in the Clouds, 1, null, null, null, null, null, null, Water Crystal, 6, Lightning Crystal, 5),
(325, 60, null, Master Alchemist III, ../../assets/recipe-icons/blood-for-blood-orchestrion-roll.png, Blood for Blood Orchestrion Roll, 1, Blank Grade 3 Orchestrion Roll, 1, Enchanted Hardsilver Ink, 1, Faded Copy of Blood for Blood, 1, null, null, null, null, null, null, Water Crystal, 6, Lightning Crystal, 5),
(326, 60, null, Master Alchemist III, ../../assets/recipe-icons/starved-orchestrion-roll.png, Starved Orchestrion Roll, 1, Blank Grade 3 Orchestrion Roll, 1, Enchanted Hardsilver Ink, 1, Faded Copy of Starved, 1, null, null, null, null, null, null, Water Crystal, 6, Lightning Crystal, 5),
(327, 60, null, Master Alchemist III, ../../assets/recipe-icons/imagination-orchestrion-roll.png, Imagination Orchestrion Roll, 1, Blank Grade 3 Orchestrion Roll, 1, Enchanted Hardsilver Ink, 1, Faded Copy of Imagination, 1, null, null, null, null, null, null, Water Crystal, 6, Lightning Crystal, 5),
(328, 60, null, Master Alchemist III, ../../assets/recipe-icons/against-the-wind-orchestrion-roll.png, Against the Wind Orchestrion Roll, 1, Blank Grade 3 Orchestrion Roll, 1, Enchanted Mythrite Ink, 1, Faded Copy of Against the Wind, 1, null, null, null, null, null, null, Water Crystal, 6, Lightning Crystal, 5),
(329, 60, null, Master Alchemist III, ../../assets/recipe-icons/landlords-orchestrion-roll.png, Landlords Orchestrion Roll, 1, Blank Grade 3 Orchestrion Roll, 1, Enchanted Mythrite Ink, 1, Faded Copy of Landlords, 1, null, null, null, null, null, null, Water Crystal, 6, Lightning Crystal, 5),
(330, 60, null, Master Alchemist III, ../../assets/recipe-icons/missing-pages-orchestrion-roll.png, Missing Pages Orchestrion Roll, 1, Blank Grade 3 Orchestrion Roll, 1, Enchanted Mythrite Ink, 1, Faded Copy of Missing Pages, 1, null, null, null, null, null, null, Water Crystal, 6, Lightning Crystal, 5),
(331, 60, null, Master Alchemist III, ../../assets/recipe-icons/engage-orchestrion-roll.png, Engage Orchestrion Roll, 1, Blank Grade 3 Orchestrion Roll, 1, Enchanted Mythrite Ink, 1, Faded Copy of Engage, 1, null, null, null, null, null, null, Water Crystal, 6, Lightning Crystal, 5),
(332, 60, null, Master Alchemist III, ../../assets/recipe-icons/close-to-the-heavens-orchestrion-roll.png, Close to the Heavens Orchestrion Roll, 1, Blank Grade 3 Orchestrion Roll, 1, Enchanted Mythrite Ink, 1, Faded Copy of Lost in the Clouds, 1, null, null, null, null, null, null, Water Crystal, 6, Lightning Crystal, 5),
(333, 60, null, Master Alchemist III, ../../assets/recipe-icons/skylords-orchestrion-roll.png, Skylords Orchestrion Roll, 1, Blank Grade 3 Orchestrion Roll, 1, Enchanted Mythrite Ink, 1, Faded Copy of Landlords, 1, null, null, null, null, null, null, Water Crystal, 6, Lightning Crystal, 5),
(334, 60, null, Master Alchemist III, ../../assets/recipe-icons/the-silent-regard-of-stars-orchestrion-roll.png, The Silent Regard of Stars Orchestrion Roll, 1, Blank Grade 3 Orchestrion Roll, 1, Enchanted Mythrite Ink, 1, Faded Copy of Missing Pages, 1, null, null, null, null, null, null, Water Crystal, 6, Lightning Crystal, 5),
(335, 60, null, Master Alchemist III, ../../assets/recipe-icons/black-and-white-orchestrion-roll.png, Black and White Orchestrion Roll, 1, Blank Grade 3 Orchestrion Roll, 1, Enchanted Mythrite Ink, 1, Faded Copy of Against the Wind, 1, null, null, null, null, null, null, Water Crystal, 6, Lightning Crystal, 5),
(336, 60 , null, Master Alchemist III, ../../assets/recipe-icons/astral-oil.png, Astral Oil, 4, Seventh Heaven, 2, Astral Moraine, 2, Bear Fat, 1, null, null, null, null, null, null, Water Cluster, 2, Lightning Cluster, 1),
(337, 60 , null, Master Alchemist III, ../../assets/recipe-icons/titanium-alloy-mirror.png, Titanium Alloy Mirror, 1, Titanium Alloy Square, 1, Holy Water, 1, Hardsilver Sand, 1, Vitriol, 1, null, null, null, null, Water Cluster, 2, Lightning Cluster, 1),
(338, 60 , null, Master Alchemist III, ../../assets/recipe-icons/atrophied-atomos.png, Atrophied Atomos, 1, Atomos Corpulence, 3, Gelato Flesh, 3, Dragon Blood, 3, Growth Formula Zeta, 2, Glazenut, 1, Dawnborne Aethersand, 1, Water Shard, 99, null, null),
(339, 60 , null, Master Alchemist III, ../../assets/recipe-icons/down-the-up-staircase-orchestrion-roll.png, Down the Up Staircase Orchestrion Roll, 1, Blank Grade 3 Orchestrion Roll, 1, Enchanted Aurum Regis Ink, 1, Faded Copy of Down the Up Staircase, 1, null, null, null, null, null, null, Water Cluster, 2, Lightning Cluster, 1),
(340, 60 , null, Master Alchemist III, ../../assets/recipe-icons/heroes-orchestrion-roll.png, Heroes Orchestrion Roll, 1, Blank Grade 3 Orchestrion Roll, 1, Enchanted Aurum Regis Ink, 1, Faded Copy of Heroes, 1, null, null, null, null, null, null, Water Cluster, 2, Lightning Cluster, 1),
(341, 60 , null, Master Alchemist III, ../../assets/recipe-icons/fiend-orchestrion-roll.png, Fiend Orchestrion Roll, 1, Blank Grade 3 Orchestrion Roll, 1, Enchanted Aurum Regis Ink, 1, Faded Copy of Fiend, 1, null, null, null, null, null, null, Water Cluster, 2, Lightning Cluster, 1),
(342, 60 , null, Master Alchemist III, ../../assets/recipe-icons/eternal-wind-orchestrion-roll.png, Eternal Wind Orchestrion Roll, 1, Blank Grade 3 Orchestrion Roll, 1, Enchanted Aurum Regis Ink, 1, Faded Copy of Tumbling Down, 1, Faded Copy of Now I Know the Truth, 1, Faded Copy of Hunger, 1, null, null, Water Cluster, 2, Lightning Cluster, 1),
(343, 60 , null, Master Alchemist III, ../../assets/recipe-icons/limitless-blue-orchestrion-roll.png, Limitless Blue Orchestrion Roll, 1, Blank Grade 3 Orchestrion Roll, 1, Enchanted Aurum Regis Ink, 1, Faded Copy of Limitless Blue, 1, null, null, null, null, null, null, Water Cluster, 2, Lightning Cluster, 1),
(344, 60 , null, Master Alchemist III, ../../assets/recipe-icons/woe-that-is-madness-orchestrion-roll.png, Woe that Is Madness Orchestrion Roll, 1, Blank Grade 3 Orchestrion Roll, 1, Enchanted Aurum Regis Ink, 1, Faded Copy of Woe That Is Madness, 1, null, null, null, null, null, null, Water Cluster, 2, Lightning Cluster, 1),
(345, 60 , null, Master Alchemist III, ../../assets/recipe-icons/the-hand-that-gives-the-rose-orchestrion-roll.png, The Hand that Gives the Rose Orchestrion Roll, 1, Blank Grade 3 Orchestrion Roll, 1, Enchanted Aurum Regis Ink, 1, Faded Copy of The Hand That Gives the Rose, 1, null, null, null, null, null, null, Water Cluster, 2, Lightning Cluster, 1),
(346, 60 , null, Master Alchemist III, ../../assets/recipe-icons/unbending-steel-orchestrion-roll.png, Unbending Steel Orchestrion Roll, 1, Blank Grade 3 Orchestrion Roll, 1, Enchanted Aurum Regis Ink, 1, Faded Copy of Unbending Steel, 1, null, null, null, null, null, null, Water Cluster, 2, Lightning Cluster, 1),
(347, 60 , null, Master Alchemist III, ../../assets/recipe-icons/grade-2-strength-dissolvent.png, Grade 2 Strength Dissolvent, 3, Clary Sage, 1, Morel, 1, Skyspring Water, 3, null, null, null, null, null, null, Water Cluster, 2, Lightning Cluster, 2),
(348, 60 , null, Master Alchemist III, ../../assets/recipe-icons/grade-2-dexterity-dissolvent.png, Grade 2 Dexterity Dissolvent, 3, Clary Sage, 1, Gaelicatnip, 1, Skyspring Water, 3, null, null, null, null, null, null, Water Cluster, 2, Lightning Cluster, 2),
(349, 60 , null, Master Alchemist III, ../../assets/recipe-icons/grade-2-vitality-dissolvent.png, Grade 2 Vitality Dissolvent, 3, Clary Sage, 1, Griffin Talon, 1, Skyspring Water, 3, null, null, null, null, null, null, Water Cluster, 2, Lightning Cluster, 2),
(350, 60 , null, Master Alchemist III, ../../assets/recipe-icons/grade-2-intelligence-dissolvent.png, Grade 2 Intelligence Dissolvent, 3, Clary Sage, 1, Chysahl Greens, 1, Skyspring Water, 3, null, null, null, null, null, null, Water Cluster, 2, Lightning Cluster, 2),
(351, 60 , null, Master Alchemist III, ../../assets/recipe-icons/grade-2-mind-dissolvent.png, Grade 2 Mind Dissolvent, 3, Clary Sage, 1, Gloaming Coral, 1, Skyspring Water, 3, null, null, null, null, null, null, Water Cluster, 2, Lightning Cluster, 2),
(352, 60 , null, Master Alchemist III, ../../assets/recipe-icons/dravanian-down-tree.png, Dravanian Down Tree, 1, Dravanian Mote, 1, Growth Formula Zeta, 3, null, null, null, null, null, null, null, null, Water Cluster, 2, Lightning Cluster, 2),
(353, 60 , null, Master Alchemist IV, ../../assets/recipe-icons/luminous-fiber.png, Luminous Fiber, 3, Glass Fiber, 1, Meteorite, 1, Crystallized Sap, 1, Light-kissed Aethersand, 1, null, null, null, null, Water Cluster, 2, Lightning Cluster, 2),
(354, 60 , null, Master Alchemist IV, ../../assets/recipe-icons/powdered-horn.png, Powdered Horn, 1, Beastkin Horn, 3, null, null, null, null, null, null, null, null, null, null, Water Crystal, 7, Lightning Crystal, 7),
(355, 60 , null, Master Alchemist IV, ../../assets/recipe-icons/tempered-glass.png, Tempered Glass, 1, Glass Fiber, 1, Carbon Fiber, 1, Silex, 3, Natron, 1, null, null, null, null, Water Crystal, 7, Lightning Crystal, 7),
(356, 60 , null, Master Alchemist IV, ../../assets/recipe-icons/camphor.png, Camphor, 3, Camphorwood Branch, 5, null, null, null, null, null, null, null, null, null, null, Water Cluster, 2, Lightning Cluster, 2),
(357, 60 , 180, Master Alchemist IV, ../../assets/recipe-icons/endless-expanse-grimoire.png, Endless Expanse Grimoire, 1, High Mythrite Ingot, 2, Treated Camphorwood Lumber, 1, Eikon Iron Ingot, 2, Enchanted Aurum Regis Ink, 1, Expanse Baleen, 1, Battlecraft Demimateria III, 5, Wind Cluster, 2, Water Cluster, 2),
(358, 60 , 180, Master Alchemist IV, ../../assets/recipe-icons/dead-hive-grimoire.png, Dead Hive Grimoire, 1, High Mythrite Ingot, 2, Treated Camphorwood Lumber, 1, Eikon Iron Ingot, 2, Enchanted Aurum Regis Ink, 1, Hive Forewing, 1, Battlecraft Demimateria III, 5, Fire Cluster, 2, Earth Cluster, 2),
(359, 60 , 180, Master Alchemist IV, ../../assets/recipe-icons/endless-expanse-codex.png, Endless Expanse Codex, 1, High Mythrite Ingot, 2, Treated Camphorwood Lumber, 1, Eikon Iron Ingot, 2, Enchanted Aurum Regis Ink, 1, Expanse Baleen, 1, Battlecraft Demimateria III, 5, Wind Cluster, 2, Water Cluster, 2),
(360, 60 , 180, Master Alchemist IV, ../../assets/recipe-icons/dead-hive-codex.png, Dead Hive Codex, 1, High Mythrite Ingot, 2, Treated Camphorwood Lumber, 1, Eikon Iron Ingot, 2, Enchanted Aurum Regis Ink, 1, Hive Forewing, 1, Battlecraft Demimateria III, 5, Fire Cluster, 2, Earth Cluster, 2),
(361, 60 , null, Master Alchemist IV, ../../assets/recipe-icons/solid-brick-interior-wall.png, Solid-brick Interior Wall, 1, Clinker Bricks, 5, Camphor, 3, Firebricks, 5, Mortar, 4, null, null, null, null, Water Crystal, 7, Lightning Crystal, 7),
(362, 60 , null, Master Alchemist IV, ../../assets/recipe-icons/sephirot-root.png, Sephirot Root, 1, Sephirot Sap, 1, Marble, 5, Holy Water, 3, Growth Formula Zeta, 3, Larimar, 8, null, null, Water Cluster, 2, Lightning Cluster, 2),
(363, 60 , null, Master Alchemist IV, ../../assets/recipe-icons/wine-glass.png, Wine Glass, 1, Tempered Glass, 1, Bomb Ash, 2, null, null, null, null, null, null, null, null, Water Cluster, 2, Lightning Cluster, 2),
(364, 60 , null, Master Alchemist IV, ../../assets/recipe-icons/answers-orchestrion-roll.png, Answers Orchestrion Roll, 1, Blank Grade 3 Orchestrion Roll, 1, Enchanted Aurum Regis Ink, 1, Faded Copy of Thunderer, 1, Faded Copy of Rise of the White Raven, 1, Faded Copy of Answers, 1, null, null, Water Cluster, 2, Lightning Cluster, 2),
(365, 60 , null, Master Alchemist IV, ../../assets/recipe-icons/revenge-of-the-horde-orchestrion-roll.png, Revenge of the Horde Orchestrion Roll, 1, Blank Grade 3 Orchestrion Roll, 1, Enchanted Aurum Regis Ink, 1, Faded Copy of Revenge of the Horde, 1, null, null, null, null, null, null, Water Cluster, 2, Lightning Cluster, 2),
(366, 60 , null, Master Alchemist IV, ../../assets/recipe-icons/equilibrium-orchestrion-roll.png, Equilibrium Orchestrion Roll, 1, Blank Grade 3 Orchestrion Roll, 1, Enchanted Aurum Regis Ink, 1, Faded Copy of Equilibrium, 1, null, null, null, null, null, null, Water Cluster, 2, Lightning Cluster, 2),
(367, 60 , 180, Master Alchemist IV, ../../assets/recipe-icons/grimoire-of-the-round.png, Grimoire of the Round, 1, Eikon Iron Ingot, 3, Treated Camphorwood Lumber, 1, Platinum Ingot, 3, Enchanted Platinum Ink, 1, Luminous Fiber, 3, Battlecraft Demimateria III, 5, Water Cluster, 3, Lightning Cluster, 2),
(368, 60 , 180, Master Alchemist IV, ../../assets/recipe-icons/word-of-the-fiend.png, Word of the Fiend, 1, Treated Camphorwood Lumber, 1, Eikon Leather, 2, Eikon Iron Ingot, 2, Enchanted Aurum Regis Ink, 1, Fiend Sap, 1, Battlecraft Demimateria III, 5, Water Cluster, 3, Lightning Cluster, 2),
(369, 60 , 180, Master Alchemist IV, ../../assets/recipe-icons/seeing-horde-grimoire.png, Seeing Horde Grimoire, 1, Treated Camphorwood Lumber, 1, Eikon Leather, 2, Eikon Iron Ingot, 2, Nidhogg's Scale, 1, Demicrystal, 5, null, null, Water Cluster, 3, Lightning Cluster, 2),
(370, 60 , 180, Master Alchemist IV, ../../assets/recipe-icons/word-of-the-goddess.png, Word of the Goddess, 1, Treated Camphorwood Lumber, 2, High Mythrite Ingot, 1, Eikon Iron Ingot, 2, Sophic Bead Fragment, 1, Demicrystal, 5, null, null, Water Cluster, 3, Lightning Cluster, 2),
(371, 60 , 180, Master Alchemist IV, ../../assets/recipe-icons/word-of-the-demon.png, Word of the Demon, 1, Treated Camphorwood Lumber, 2, High Mythrite Ingot, 1, Eikon Iron Ingot, 2, Zurvanite Carapace Fragment, 1, Demicrystal, 5, null, null, Water Cluster, 3, Lightning Cluster, 2),
(372, 60 , 50, Master Alchemist IV, ../../assets/recipe-icons/replica-allagan-grimoire-of-casting.png, Replica Allagan Grimoire of Casting, 1, Allagan Aetherstone - Weaponry, 2, Ebony Lumber, 2, Kirimu Leather, 2, Platinum Ingot, 2, Enchanted Aurum Regis Ink, 1, Allagan Catalyst, 2, Water Cluster, 3, Lightning Cluster, 2),
