(1, 1, null, null, ../../assets/recipe-icons/leatherworker/leather.png, Leather, 1, Animal Skin, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, null, null),
(345, 54, 133, null, ../../assets/recipe-icons/leatherworker/dhalmelskin-belt-of-aiming.png, Dhalmelskin Belt of Aiming, 1, Dhalmel Leather, 2, Titanium Nugget, 1, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 3),
(346, 54, 133, null, ../../assets/recipe-icons/leatherworker/dhalmelskin-belt-of-casting.png, Dhalmelskin Belt of Casting, 1, Dhalmel Leather, 2, Titanium Nugget, 1, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 3),
(347, 54, 133, null, ../../assets/recipe-icons/leatherworker/dhalmelskin-belt-of-healing.png, Dhalmelskin Belt of Healing, 1, Dhalmel Leather, 2, Titanium Nugget, 1, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 3),
(348, 54, 90, null, ../../assets/recipe-icons/leatherworker/wyvernskin-field-belt.png, Wyvernskin Field Belt, 1, Wyvern Leather, 2, Mythrite Ingot, 1, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 3),
(349, 54, 80, null, ../../assets/recipe-icons/leatherworker/wyvernskin-culottes.png, Wyvernskin Culottes, 1, Wyvern Leather, 3, Holy Rainbow Cloth, 1, Rainbow Thread, 1, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 3),
(350, 54, 90, null, ../../assets/recipe-icons/leatherworker/wyvernskin-choker.png, Wyvernskin Choker, 1, Wyvern Leather, 1, Mythrite Ingot, 1, Rainbow Thread, 1, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 3),
(351, 55, 100, null, ../../assets/recipe-icons/leatherworker/dhalmelskin-bush-hat.png, Dhalmelskin Bush Hat, 1, Dhalmel Leather, 2, Ramie Cloth, 1, Hardsilver Nugget, 1, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 4),
(352, 55, 133, null, ../../assets/recipe-icons/leatherworker/dhalmelskin-jacket-of-striking.png, Dhalmelskin Jacket of Striking, 1, Dhalmel Leather, 2, Ramie Cloth, 1, Titanium Nugget, 1, Rose Gold Nugget, 1, null, null, null, null, Earth Crystal, 4, Wind Crystal, 4),
(353, 55, 133, null, ../../assets/recipe-icons/leatherworker/dhalmelskin-jacket-of-scouting.png, Dhalmelskin Jacket of Scouting, 1, Dhalmel Leather, 2, Ramie Cloth, 1, Titanium Nugget, 1, Rose Gold Nugget, 1, null, null, null, null, Earth Crystal, 4, Wind Crystal, 4),
(354, 55, 133, null, ../../assets/recipe-icons/leatherworker/dhalmelskin-jacket-of-aiming.png, Dhalmelskin Jacket of Aiming, 1, Dhalmel Leather, 2, Ramie Cloth, 1, Titanium Nugget, 1, Rose Gold Nugget, 1, null, null, null, null, Earth Crystal, 4, Wind Crystal, 4),
(355, 55, 1, null, ../../assets/recipe-icons/leatherworker/dhalmelskin-coat.png, Dhalmelskin Coat, 1, Dhalmel Leather, 2, Ramie Cloth, 1, Ramie Thread, 1, Iron Ingot, 1, null, null, null, null, Earth Crystal, 4, Wind Crystal, 4),
(356, 55, 100, null, ../../assets/recipe-icons/leatherworker/dhalmelskin-halfgloves-of-crafting.png, Dhalmelskin Halfgloves of Crafting, 1, Dhalmel Leather, 2, Ramie Thread, 1, null, null, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 4),
(357, 55, 100, null, ../../assets/recipe-icons/leatherworker/dhalmelskin-gloves.png, Dhalmelskin Gloves, 1, Dhalmel Leather, 2, Wyvern Leather, 1, Ramie Thread, 1, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 4),
(358, 55, 1, null, ../../assets/recipe-icons/leatherworker/dark-dhalmelskin-gloves.png, Dark Dhalmelskin Gloves, 1, Dhalmel Leather, 2, Ramie Thread, 1, Iron Rivets, 1, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 4),
(359, 55, 133, null, ../../assets/recipe-icons/leatherworker/dhalmelskin-breeches-of-fending.png, Dhalmelskin Breeches of Fending, 1, Dhalmel Leather, 3, Wyvern Leather, 1, Ramie Cloth, 1, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 4),
(360, 55, 133, null, ../../assets/recipe-icons/leatherworker/dhalmelskin-breeches-of-maiming.png, Dhalmelskin Breeches of Maiming, 1, Dhalmel Leather, 3, Wyvern Leather, 1, Ramie Cloth, 1, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 4),
(361, 55, 133, null, ../../assets/recipe-icons/leatherworker/dhalmelskin-leggings-of-striking.png, Dhalmelskin Leggings of Striking, 1, Dhalmel Leather, 2, Ramie Cloth, 1, Titanium Nugget, 1, Rubber, 1, null, null, null, null, Earth Crystal, 4, Wind Crystal, 4),
(362, 55, 133, null, ../../assets/recipe-icons/leatherworker/dhalmelskin-leggings-of-scouting.png, Dhalmelskin Leggings of Scouting, 1, Dhalmel Leather, 2, Ramie Cloth, 1, Titanium Nugget, 1, Rubber, 1, null, null, null, null, Earth Crystal, 4, Wind Crystal, 4),
(363, 55, 133, null, ../../assets/recipe-icons/leatherworker/dhalmelskin-leggings-of-aiming.png, Dhalmelskin Leggings of Aiming, 1, Dhalmel Leather, 2, Ramie Cloth, 1, Titanium Nugget, 1, Rubber, 1, null, null, null, null, Earth Crystal, 4, Wind Crystal, 4),
(364, 55, 133, null, ../../assets/recipe-icons/leatherworker/dhalmelskin-crakows-of-casting.png, Dhalmelskin Crakows of Casting, 1, Dhalmel Leather, 2, Ramie Cloth, 1, Hardsilver Nugget, 1, Rubber, 1, null, null, null, null, Earth Crystal, 4, Wind Crystal, 4),
(365, 55, 133, null, ../../assets/recipe-icons/leatherworker/dhalmelskin-crakows-of-healing.png, Dhalmelskin Crakows of Healing, 1, Dhalmel Leather, 2, Ramie Cloth, 1, Hardsilver Nugget, 1, Rubber, 1, null, null, null, null, Earth Crystal, 4, Wind Crystal, 4),
(366, 55, 1, null, ../../assets/recipe-icons/leatherworker/dhalmelskin-moccasins.png, Dhalmelskin Moccasins, 1, Dhalmel Leather, 1, Ramie Cloth, 1, Ramie Thread, 1, Rubber, 1, null, null, null, null, Earth Crystal, 4, Wind Crystal, 4),
(367, 55, 1, null, ../../assets/recipe-icons/leatherworker/dhalmelskin-thighboots.png, Dhalmelskin Thighboots, 1, Dhalmel Leather, 2, Ramie Thread, 1, Rubber, 1, null, null, null, null, null, null, Earth Crystal, 4, Wind Crystal, 4),
(368, 55, 1, null, ../../assets/recipe-icons/leatherworker/fur-lined-dhalmelskin-boots.png, Fur-lined Dhalmelskin Boots, 1, Dhalmel Leather, 1, Undyed Woolen Cloth, 1, Blue Fox Hide, 1, Titanium Nugget, 1, Rubber, 1, null, null, Earth Crystal, 4, Wind Crystal, 4),
(369, 56, null, null, ../../assets/recipe-icons/leatherworker/dragon-leather.png, Dragon Leather, 1, Dragon Skin, 3, Dark Chestnut Log, 1, null, null, null, null, null, null, null, null, Earth Crystal, 5, null, null),
(370, 56, 100, null, ../../assets/recipe-icons/leatherworker/dhalmelskin-vest.png, Dhalmelskin Vest, 1, Dhalmel Leather, 2, Ramie Cloth, 2, Ramie Thread, 1, Hardsilver Nugget, 1, null, null, null, null, Earth Crystal, 5, Wind Crystal, 4),
(371, 56, 139, null, ../../assets/recipe-icons/leatherworker/dragonskin-gloves-of-aiming.png, Dragonskin Gloves of Aiming, 1, Dragon Leather, 2, Dhalmel Leather, 1, Ramie Thread, 1, Grade 1 Dexterity Dissolvent, 1, null, null, null, null, Earth Crystal, 5, Wind Crystal, 4),
(372, 56, 139, null, ../../assets/recipe-icons/leatherworker/dragonskin-gloves-of-casting.png, Dragonskin Gloves of Casting, 1, Dragon Leather, 2, Dhalmel Leather, 1, Ramie Thread, 1, Grade 1 Intelligence Dissolvent, 1, null, null, null, null, Earth Crystal, 5, Wind Crystal, 4),
(373, 56, 139, null, ../../assets/recipe-icons/leatherworker/dragonskin-gloves-of-healing.png, Dragonskin Gloves of Healing, 1, Dragon Leather, 2, Dhalmel Leather, 1, Ramie Thread, 1, Grade 1 Mind Dissolvent, 1, null, null, null, null, Earth Crystal, 5, Wind Crystal, 4),
(374, 56, 139, null, ../../assets/recipe-icons/leatherworker/dragonskin-belt-of-maiming.png, Dragonskin Belt of Maiming, 1, Dragon Leather, 2, Titanium Ingot, 1, Grade 1 Strength Dissolvent, 1, null, null, null, null, null, null, Earth Crystal, 5, Wind Crystal, 4),
(375, 56, 139, null, ../../assets/recipe-icons/leatherworker/dragonskin-belt-of-striking.png, Dragonskin Belt of Striking, 1, Dragon Leather, 2, Titanium Ingot, 1, Grade 1 Strength Dissolvent, 1, null, null, null, null, null, null, Earth Crystal, 5, Wind Crystal, 4),
(376, 56, 139, null, ../../assets/recipe-icons/leatherworker/dragonskin-belt-of-scouting.png, Dragonskin Belt of Scouting, 1, Dragon Leather, 2, Titanium Ingot, 1, Grade 1 Dexterity Dissolvent, 1, null, null, null, null, null, null, Earth Crystal, 5, Wind Crystal, 4),
(377, 56, 1, null, ../../assets/recipe-icons/leatherworker/dragonskin-bottoms.png, Dragonskin Bottoms, 1, Dragon Leather, 2, Ramie Cloth, 1, Ramie Thread, 1, Cobalt Ingot, 1, null, null, null, null, Earth Crystal, 5, Wind Crystal, 4),
(378, 56, 100, null, ../../assets/recipe-icons/leatherworker/dhalmelskin-shoes.png, Dhalmelskin Shoes, 1, Dhalmel Leather, 2, Wyvern Leather, 1, Ramie Thread, 1, Rubber, 1, null, null, null, null, Earth Crystal, 5, Wind Crystal, 4),
(379, 56, 100, null, ../../assets/recipe-icons/leatherworker/dhalmelskin-fringe-boots.png, Dhalmelskin Fringe Boots, 1, Dhalmel Leather, 2, Wyvern Leather, 1, Ramie Thread, 1, Rubber, 1, null, null, null, null, Earth Crystal, 5, Wind Crystal, 4),
(380, 56, 1, null, ../../assets/recipe-icons/leatherworker/dragonskin-boots.png, Dragonskin Boots, 1, Dragon Leather, 1, Ramie Thread, 1, Rubber, 1, null, null, null, null, null, null, Earth Crystal, 5, Wind Crystal, 4),
(381, 57, 139, null, ../../assets/recipe-icons/leatherworker/dragonskin-breeches-of-fending.png, Dragonskin Breeches of Fending, 1, Dragon Leather, 2, Dhalmel Leather, 2, Hardsilver Ingot, 1, Grade 1 Vitality Dissolvent, 2, null, null, null, null, Earth Crystal, 5, Wind Crystal, 4),
(382, 57, 139, null, ../../assets/recipe-icons/leatherworker/dragonskin-breeches-of-maiming.png, Dragonskin Breeches of Maiming, 1, Dragon Leather, 2, Dhalmel Leather, 2, Hardsilver Ingot, 1, Grade 1 Strength Dissolvent, 2, null, null, null, null, Earth Crystal, 5, Wind Crystal, 4),
(383, 57, 139, null, ../../assets/recipe-icons/leatherworker/dragonskin-breeches-of-striking.png, Dragonskin Breeches of Striking, 1, Dragon Leather, 2, Dhalmel Leather, 2, Hardsilver Ingot, 1, Grade 1 Strength Dissolvent, 2, null, null, null, null, Earth Crystal, 5, Wind Crystal, 4),
(384, 57, 139, null, ../../assets/recipe-icons/leatherworker/dragonskin-breeches-of-scouting.png, Dragonskin Breeches of Scouting, 1, Dragon Leather, 2, Dhalmel Leather, 2, Hardsilver Ingot, 1, Grade 1 Dexterity Dissolvent, 2, null, null, null, null, Earth Crystal, 5, Wind Crystal, 4),
(385, 57, 139, null, ../../assets/recipe-icons/leatherworker/dragonskin-boots-of-aiming.png, Dragonskin Boots of Aiming, 1, Dragon Leather, 2, Dhalmel Leather, 1, Hardsilver Nugget, 1, Rubber, 1, Grade 1 Dexterity Dissolvent, 1, null, null, Earth Crystal, 5, Wind Crystal, 4),
(386, 57, 139, null, ../../assets/recipe-icons/leatherworker/dragonskin-boots-of-casting.png, Dragonskin Boots of Casting, 1, Dragon Leather, 2, Dhalmel Leather, 1, Hardsilver Nugget, 1, Rubber, 1, Grade 1 Intelligence Dissolvent, 1, null, null, Earth Crystal, 5, Wind Crystal, 4),
(387, 57, 139, null, ../../assets/recipe-icons/leatherworker/dragonskin-boots-of-healing.png, Dragonskin Boots of Healing, 1, Dragon Leather, 2, Dhalmel Leather, 1, Hardsilver Nugget, 1, Rubber, 1, Grade 1 Mind Dissolvent, 1, null, null, Earth Crystal, 5, Wind Crystal, 4),
(388, 57, 110, null, ../../assets/recipe-icons/leatherworker/dragonskin-ring.png, Dragonskin Ring, 1, Dragon Leather, 1, Hardsilver Ingot, 1, null, null, null, null, null, null, null, null, Earth Crystal, 5, Wind Crystal, 4),
(389, 58, null, null, ../../assets/recipe-icons/leatherworker/amphiptere-leather.png, Amphiptere Leather, 1, Amphiptere Skin, 3, Dark Chestnut Log, 1, null, null, null, null, null, null, null, null, Earth Crystal, 5, null, null),
(390, 58, 145, null, ../../assets/recipe-icons/leatherworker/serpentskin-hat-of-casting.png, Serpentskin Hat of Casting, 1, Amphiptere Leather, 2, Hallowed Ramie Cloth, 1, Rose Gold Nugget, 1, Grade 1 Intelligence Dissolvent, 1, null, null, null, null, Earth Crystal, 5, Wind Crystal, 5),
(391, 58, 145, null, ../../assets/recipe-icons/leatherworker/serpentskin-armguards-of-striking.png, Serpentskin Armguards of Striking, 1, Amphiptere Leather, 2, Titanium Ingot, 1, Titanium Rivets, 1, Grade 1 Strength Dissolvent, 1, null, null, null, null, Earth Crystal, 5, Wind Crystal, 5),
(392, 58, 145, null, ../../assets/recipe-icons/leatherworker/serpentskin-armguards-of-scouting.png, Serpentskin Armguards of Scouting, 1, Amphiptere Leather, 2, Titanium Ingot, 1, Titanium Rivets, 1, Grade 1 Dexterity Dissolvent, 1, null, null, null, null, Earth Crystal, 5, Wind Crystal, 5),
(393, 58, 145, null, ../../assets/recipe-icons/leatherworker/serpentskin-armguards-of-aiming.png, Serpentskin Armguards of Aiming, 1, Amphiptere Leather, 2, Titanium Ingot, 1, Titanium Rivets, 1, Grade 1 Dexterity Dissolvent, 1, null, null, null, null, Earth Crystal, 5, Wind Crystal, 5),
(394, 58, 145, null, ../../assets/recipe-icons/leatherworker/serpentskin-dress-gloves-of-casting.png, Serpentskin Dress Gloves of Casting, 1, Amphiptere Leather, 2, Crawler Silk, 1, Jadeite, 1, Grade 1 Intelligence Dissolvent, 1, null, null, null, null, Earth Crystal, 5, Wind Crystal, 5),
(395, 58, 145, null, ../../assets/recipe-icons/leatherworker/serpentskin-ringbelt-of-striking.png, Serpentskin Ringbelt of Striking, 1, Amphiptere Leather, 2, Titanium Ingot, 1, Grade 1 Strength Dissolvent, 1, null, null, null, null, null, null, Earth Crystal, 5, Wind Crystal, 5),
(396, 58, 145, null, ../../assets/recipe-icons/leatherworker/serpentskin-ringbelt-of-scouting.png, Serpentskin Ringbelt of Scouting, 1, Amphiptere Leather, 2, Titanium Ingot, 1, Grade 1 Dexterity Dissolvent, 1, null, null, null, null, null, null, Earth Crystal, 5, Wind Crystal, 5),
(397, 58, 145, null, ../../assets/recipe-icons/leatherworker/serpentskin-ringbelt-of-aiming.png, Serpentskin Ringbelt of Aiming, 1, Amphiptere Leather, 2, Titanium Ingot, 1, Grade 1 Dexterity Dissolvent, 1, null, null, null, null, null, null, Earth Crystal, 5, Wind Crystal, 5),
(398, 58, 140, null, ../../assets/recipe-icons/leatherworker/dragonskin-belt-of-crafting.png, Dragonskin Belt of Crafting, 1, Dragon Leather, 2, Hardsilver Ingot, 1, null, null, null, null, null, null, null, null, Earth Crystal, 5, Wind Crystal, 5),
(399, 58, 140, null, ../../assets/recipe-icons/leatherworker/dragonskin-belt-of-gathering.png, Dragonskin Belt of Gathering, 1, Dragon Leather, 2, Hardsilver Ingot, 1, null, null, null, null, null, null, null, null, Earth Crystal, 5, Wind Crystal, 5),
(400, 58, 140, null, ../../assets/recipe-icons/leatherworker/dragonskin-choker.png, Dragonskin Choker, 1, Dragon Leather, 1, Hardsilver Ingot, 1, Ramie Thread, 1, null, null, null, null, null, null, Earth Crystal, 5, Wind Crystal, 5),
(401, 58, 130, null, ../../assets/recipe-icons/leatherworker/dragonskin-wristbands.png, Dragonskin Wristbands, 1, Dragon Leather, 2, Hardsilver Ingot, 1, Larimar, 2, null, null, null, null, null, null, Earth Crystal, 5, Wind Crystal, 5),
(402, 59, 145, null, ../../assets/recipe-icons/leatherworker/serpentskin-boots-of-striking.png, Serpentskin Boots of Striking, 1, Amphiptere Leather, 2, Hardsilver Ingot, 1, Crawler Silk, 1, Rubber, 1, Grade 1 Strength Dissolvent, 1, null, null, Earth Crystal, 5, Wind Crystal, 5),
(403, 59, 145, null, ../../assets/recipe-icons/leatherworker/serpentskin-boots-of-scouting.png, Serpentskin Boots of Scouting, 1, Amphiptere Leather, 2, Hardsilver Ingot, 1, Crawler Silk, 1, Rubber, 1, Grade 1 Dexterity Dissolvent, 1, null, null, Earth Crystal, 5, Wind Crystal, 5),
(404, 59, 145, null, ../../assets/recipe-icons/leatherworker/serpentskin-boots-of-aiming.png, Serpentskin Boots of Aiming, 1, Amphiptere Leather, 2, Hardsilver Ingot, 1, Crawler Silk, 1, Rubber, 1, Grade 1 Dexterity Dissolvent, 1, null, null, Earth Crystal, 5, Wind Crystal, 5),
(405, 59, 145, null, ../../assets/recipe-icons/leatherworker/serpentskin-thighboots-of-casting.png, Serpentskin Thighboots of Casting, 1, Amphiptere Leather, 2, Hallowed Ramie Cloth, 1, Titanium Ingot, 1, Rubber, 1, Grade 1 Intelligence Dissolvent, 1, null, null, Earth Crystal, 5, Wind Crystal, 5),
(406, 59, 145, null, ../../assets/recipe-icons/leatherworker/serpentskin-thighboots-of-healing.png, Serpentskin Thighboots of Healing, 1, Amphiptere Leather, 2, Hallowed Ramie Cloth, 1, Titanium Ingot, 1, Rubber, 1, Grade 1 Mind Dissolvent, 1, null, null, Earth Crystal, 5, Wind Crystal, 5),
(407, 61, null, null, ../../assets/recipe-icons/leatherworker/gagana-leather.png, Gagana Leather, 1, Gagana Skin, 3, Gyr Abanian Alumen, 1, null, null, null, null, null, null, null, null, Earth Crystal, 3, null, null),
(408, 61, 255, null, ../../assets/recipe-icons/leatherworker/gaganaskin-hat-of-aiming.png, Gaganaskin Hat of Aiming, 1, Gagana Leather, 2, Bloodhempen Cloth, 1, Bloodhempen Yarn, 1, null, null, null, null, null, null, Earth Crystal, 3, Wind Crystal, 2),
(409, 61, 180, null, ../../assets/recipe-icons/leatherworker/gaganaskin-bush-hat.png, Gaganaskin Bush Hat, 1, Gagana Leather, 2, Bloodhempen Cloth, 1, Rose Gold Nugget, 1, null, null, null, null, null, null, Earth Crystal, 3, Wind Crystal, 2),
(410, 61, 255, null, ../../assets/recipe-icons/leatherworker/gaganaskin-jacket-of-aiming.png, Gaganaskin Jacket of Aiming, 1, Gagana Leather, 3, Bloodhempen Cloth, 1, Bloodhempen Yarn, 1, Koppranickel Nugget, 1, null, null, null, null, Earth Crystal, 3, Wind Crystal, 2),
(411, 61, 180, null, ../../assets/recipe-icons/leatherworker/gaganaskin-vest.png, Gaganaskin Vest, 1, Gagana Leather, 2, Bloodhempen Cloth, 2, Bloodhempen Yarn, 1, Rose Gold Nugget, 1, null, null, null, null, Earth Crystal, 3, Wind Crystal, 2),
(412, 61, 255, null, ../../assets/recipe-icons/leatherworker/gaganaskin-gloves-of-aiming.png, Gaganaskin Gloves of Aiming, 1, Gagana Leather, 2, Koppranickel Nugget, 1, Bloodhempen Yarn, 1, null, null, null, null, null, null, Earth Crystal, 3, Wind Crystal, 2),
(413, 61, 180, null, ../../assets/recipe-icons/leatherworker/gaganaskin-halfgloves.png, Gaganaskin Halfgloves, 1, Gagana Leather, 2, Bloodhempen Yarn, 1, null, null, null, null, null, null, null, null, Earth Crystal, 3, Wind Crystal, 2),
(414, 61, 180, null, ../../assets/recipe-icons/leatherworker/gaganaskin-gloves.png, Gaganaskin Gloves, 1, Gagana Leather, 2, Amphiptere Leather, 1, Bloodhempen Yarn, 1, null, null, null, null, null, null, Earth Crystal, 3, Wind Crystal, 2),
(415, 61, 255, null, ../../assets/recipe-icons/leatherworker/gaganaskin-belt-of-fending.png, Gaganaskin Belt of Fending, 1, Gagana Leather, 2, Titanium Nugget, 1, null, null, null, null, null, null, null, null, Earth Crystal, 3, Wind Crystal, 2),
(416, 61, 255, null, ../../assets/recipe-icons/leatherworker/gaganaskin-belt-of-maiming.png, Gaganaskin Belt of Maiming, 1, Gagana Leather, 2, Titanium Nugget, 1, null, null, null, null, null, null, null, null, Earth Crystal, 3, Wind Crystal, 2),
(417, 61, 255, null, ../../assets/recipe-icons/leatherworker/gaganaskin-belt-of-striking.png, Gaganaskin Belt of Striking, 1, Gagana Leather, 2, Titanium Nugget, 1, null, null, null, null, null, null, null, null, Earth Crystal, 3, Wind Crystal, 2),
(418, 61, 255, null, ../../assets/recipe-icons/leatherworker/gaganaskin-belt-of-scouting.png, Gaganaskin Belt of Scouting, 1, Gagana Leather, 2, Titanium Nugget, 1, null, null, null, null, null, null, null, null, Earth Crystal, 3, Wind Crystal, 2),
(419, 61, 255, null, ../../assets/recipe-icons/leatherworker/gaganaskin-belt-of-aiming.png, Gaganaskin Belt of Aiming, 1, Gagana Leather, 2, Titanium Nugget, 1, null, null, null, null, null, null, null, null, Earth Crystal, 3, Wind Crystal, 2),
(420, 61, 255, null, ../../assets/recipe-icons/leatherworker/gaganaskin-belt-of-casting.png, Gaganaskin Belt of Casting, 1, Gagana Leather, 2, Titanium Nugget, 1, null, null, null, null, null, null, null, null, Earth Crystal, 3, Wind Crystal, 2),
