(1, 1, null, null, ../../assets/recipe-icons/culinarian/table-salt.png, Table Salt, 6, Rock Salt, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, null, null),
(544, 59, null, null, ../../assets/recipe-icons/culinarian/azim-steppe-souvenir-components.png, Azim Steppe Souvenir Components, 1, Azim Steppe Souvenir Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(545, 59, null, null, ../../assets/recipe-icons/culinarian/hingan-ritual-paraphernalia.png, Hingan Ritual Paraphernalia, 1, Hingan Ritual Paraphernalia Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(546, 59, null, null, ../../assets/recipe-icons/culinarian/buuz-cooking-paraphernalia.png, Buuz Cooking Paraphernalia, 1, Buuz Cooking Paraphernalia Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(547, 59, null, null, ../../assets/recipe-icons/culinarian/mol-tea-ceremony-paraphernalia.png, Mol Tea Ceremony Paraphernalia, 1, Mol Tea Ceremony Paraphernalia Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(548, 59, null, null, ../../assets/recipe-icons/culinarian/substitute-offering.png, Substitute Offering, 1, Substitute Offering Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(549, 60, null, null, ../../assets/recipe-icons/culinarian/mikoshi-frippery.png, Mikoshi Frippery, 1, Mikoshi Frippery Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(550, 60, null, null, ../../assets/recipe-icons/culinarian/dzo-shear-components.png, Dzo Shear Components, 1, Dzo Shear Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(551, 60, null, null, ../../assets/recipe-icons/culinarian/drum-parts.png, Drum Parts, 1, Drum Part Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(552, 60, null, null, ../../assets/recipe-icons/culinarian/confetti-making-tools.png, Confetti-making Tools, 1, Confetti-making Tool Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(553, 60, null, null, ../../assets/recipe-icons/culinarian/steeping-accessory.png, Steeping Accessory, 1, Steeping Accessory Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(554, 60, null, null, ../../assets/recipe-icons/culinarian/ceremonial-bow-components.png, Ceremonial Bow Components, 1, Ceremonial Bow Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(555, 60, null, null, ../../assets/recipe-icons/culinarian/stable-supplies.png, Stable Supplies, 1, Stable Supply Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(556, 60, null, null, ../../assets/recipe-icons/culinarian/culinary-knife-component.png, Culinary Knife Component, 1, Culinary Knife Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(557, 60, null, null, ../../assets/recipe-icons/culinarian/generous-gift.png, Generous Gift, 1, Generous Gift Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(558, 60, null, null, ../../assets/recipe-icons/culinarian/elixir-mixing-paraphernalia.png, Elixir Mixing Paraphernalia, 1, Elixir Mixing Paraphernalia Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(559, 60, null, null, ../../assets/recipe-icons/culinarian/effigy-components.png, Effigy Components, 1, Effigy Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(560, 60, null, null, ../../assets/recipe-icons/culinarian/pristine-fruit-figurine.png, Pristine Fruit Figurine, 1, Pristine Fruit Figurine Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(561, 60, null, null, ../../assets/recipe-icons/culinarian/land-diving-gear.png, Land Diving Gear, 1, Land Diving Gear Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(562, 60, null, null, ../../assets/recipe-icons/culinarian/korrigan-doll.png, Korrigan Doll, 1, Korrigan Doll Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(563, 70, null, null, ../../assets/recipe-icons/culinarian/workshop-supplies.png, Workshop Supplies, 1, Workshop Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Water Crystal, 5),
(564, 70, null, null, ../../assets/recipe-icons/culinarian/brewery-supplies.png, Brewery Supplies, 1, Brewery Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Water Crystal, 5),
(565, 70, null, null, ../../assets/recipe-icons/culinarian/crystal-cannon-supplies.png, Crystal Cannon Supplies, 1, Crystal Cannon Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Water Crystal, 5),
(566, 70, null, null, ../../assets/recipe-icons/culinarian/workshop-expansion-supplies.png, Workshop Expansion Supplies, 1, Workshop Expansion Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Water Crystal, 5),
(567, 70, null, null, ../../assets/recipe-icons/culinarian/automaton-worker-supplies.png, Automaton Worker Supplies, 1, Automaton Worker Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Water Crystal, 5),
(568, 70, null, null, ../../assets/recipe-icons/culinarian/armament-repair-kit.png, Armament Repair Kit, 1, Armament Repair Kit Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Water Crystal, 5),
(569, 70, null, null, ../../assets/recipe-icons/culinarian/grooming-kit.png, Grooming Kit, 1, Grooming Kit Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Water Crystal, 5),
(570, 70, null, null, ../../assets/recipe-icons/culinarian/core-tank-component.png, Core Tank Component, 1, Core Tank Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Water Crystal, 5),
(571, 70, null, null, ../../assets/recipe-icons/culinarian/axle-component.png, Axle Component, 1, Axle Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Water Crystal, 5),
(572, 70, null, null, ../../assets/recipe-icons/culinarian/blueprint-supplies.png, Blueprint Supplies, 1, Blueprint Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Water Crystal, 5),
(573, 70, null, null, ../../assets/recipe-icons/culinarian/steel-plate-component.png, Steel Plate Component, 1, Steel Plate Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Water Crystal, 5),
(574, 70, null, null, ../../assets/recipe-icons/culinarian/cask-component.png, Cask Component, 1, Cask Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Water Crystal, 5),
(575, 70, null, null, ../../assets/recipe-icons/culinarian/engine-component.png, Engine Component, 1, Engine Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Water Crystal, 5),
(576, 70, null, null, ../../assets/recipe-icons/culinarian/filtration-supplies.png, Filtration Supplies, 1, Filtration Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Water Crystal, 5),
(577, 70, null, null, ../../assets/recipe-icons/culinarian/cooling-device-component.png, Cooling Device Component, 1, Cooling Device Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Water Crystal, 5),
(578, 70, null, null, ../../assets/recipe-icons/culinarian/tavern-materials.png, Tavern Materials, 1, Tavern Supplies, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Water Crystal, 5),
(579, 70, null, null, ../../assets/recipe-icons/culinarian/heat-resistant-component.png, Heat-resistant Component, 1, Heat-resistant Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Water Crystal, 5),
(580, 70, null, null, ../../assets/recipe-icons/culinarian/bespoke-barter-item.png, Bespoke Barter Item, 1, Bespoke Barter Item Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Water Crystal, 5),
(581, 70, null, null, ../../assets/recipe-icons/culinarian/test-fire-target-dummy.png, Test-fire Target Dummy, 1, Test-fire Target Dummy Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Water Crystal, 5),
(582, 70, null, null, ../../assets/recipe-icons/culinarian/experimental-plating-component.png, Experimental Plating Component, 1, Experimental Plating Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Water Crystal, 5),
(583, 70, null, null, ../../assets/recipe-icons/culinarian/unfailing-eye-opener.png, Unfailing Eye Opener, 1, Unfailing Eye Opener Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Water Crystal, 5),
(584, 70, null, null, ../../assets/recipe-icons/culinarian/eye-catching-custom-option.png, Eye-catching Custom Option, 1, Eye-catching Custom Option Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Water Crystal, 5),
(585, 70, null, null, ../../assets/recipe-icons/culinarian/automaton-repair-component.png, Automaton Repair Component, 1, Automaton Repair Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Water Crystal, 5),
(586, 70, null, null, ../../assets/recipe-icons/culinarian/low-profile-custom-option.png, Low-profile Custom Option, 1, Low-profile Custom Option Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 6, Water Crystal, 5),
(587, 63, null, null, ../../assets/recipe-icons/culinarian/doman-rice-balls.png, Doman Rice Balls, 1, Rice Ball Ingredients, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(588, 65, null, null, ../../assets/recipe-icons/culinarian/doman-udon-broth.png, Doman Udon Broth, 1, Broth Ingredients, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(589, 68, null, null, ../../assets/recipe-icons/culinarian/nigiri-zushi.png, Nigiri-zushi, 1, Sushi Ingredients, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(590, 70, null, null, ../../assets/recipe-icons/culinarian/doman-sukiyaki.png, Doman Sukiyaki, 1, Sukiyaki Ingredients, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(591, 70, null, null, ../../assets/recipe-icons/culinarian/edible-antidote.png, Edible Antidote, 3, Crescent Spring Water, 1, Holy Basil, 1, Persimmon Leaf, 1, Antidote, 1, null, null, null, null, Fire Crystal, 2, Water Crystal, 2),
(592, 73, null, null, ../../assets/recipe-icons/culinarian/nutrient-rich-porridge.png, Nutrient-rich Porridge, 3, Garden Beet Sugar, 1, Gyr Abanian Flour, 1, Steppe Milk, 1, Raisins, 1, null, null, null, null, Fire Crystal, 2, Water Crystal, 2),
(593, 75, null, null, ../../assets/recipe-icons/culinarian/fortifying-soup.png, Fortifying Soup, 3, Creamtop Mushroom, 1, Highland Spring Water, 1, Purple Carrot, 1, Ala Mhigan Salt Crystal, 1, null, null, null, null, Fire Crystal, 2, Water Crystal, 2),
(594, 75, null, null, ../../assets/recipe-icons/culinarian/offering-of-sweets.png, Offering of Sweets, 1, Sweets Ingredients, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 2),
(595, 78, null, null, ../../assets/recipe-icons/culinarian/berube-feed.png, Berube Feed, 3, Ovim Meat, 1, Chysahl Greens, 1, Curly Parsley, 1, Hollandaise Sauce, 1, Yak Milk, 1, null, null, Fire Crystal, 2, Water Crystal, 2),
(596, 80, null, null, ../../assets/recipe-icons/culinarian/zun-style-amaro-feed.png, Zun-style Amaro Feed, 1, Zun Culinary Components, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 2),
(597, 20, null, null, ../../assets/recipe-icons/culinarian/skybuilders'-hemp-milk.png, Skybuilders' Hemp Milk, 1, Skybuilders' Hemp, 6, Maple Syrup, 1, null, null, null, null, null, null, null, null, Fire Shard, 4, Water Shard, 2),
(598, 40, null, null, ../../assets/recipe-icons/culinarian/skybuilders'-uncooked-pasta.png, Skybuilders' Uncooked Pasta, 1, Skybuilders' Rock Salt, 4, Skybuilders' Spring Water, 4, Sunset Wheat Flour, 3, null, null, null, null, null, null, Fire Shard, 4, Water Shard, 2),
(599, 60, null, null, ../../assets/recipe-icons/culinarian/skybuilders'-tea.png, Skybuilders' Tea, 1, Skybuilders' Tea Leaves, 6, Skybuilders' Dravanian Spring Water, 6, Yak Milk, 2, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(600, 70, null, null, ../../assets/recipe-icons/culinarian/skybuilders'-all-purpose-infusion.png, Skybuilders' All-purpose Infusion, 1, Skybuilders' Adder, 6, Skybuilders' Ruby Sea Water, 6, Skybuilders' Vine, 6, Holy Basil, 2, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(601, 80, null, null, ../../assets/recipe-icons/culinarian/skybuilders'-stew.png, Skybuilders' Stew, 1, Skybuilders' Wheat, 8, Skybuilders' Highland Spring Water, 8, Skybuilders' Sea Salt, 8, Rail Tenderloin, 2, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(602, 20, null, null, ../../assets/recipe-icons/culinarian/grade-2-skybuilders'-hemp-milk.png, Grade 2 Skybuilders' Hemp Milk, 1, Approved Grade 2 Skybuilders' Hemp, 5, Maple Syrup, 1, null, null, null, null, null, null, null, null, Fire Shard, 4, Water Shard, 2),
(603, 40, null, null, ../../assets/recipe-icons/culinarian/grade-2-skybuilders'-bread.png, Grade 2 Skybuilders' Bread, 1, Approved Grade 2 Skybuilders' Maple Sap, 5, Approved Grade 2 Skybuilders' Rock Salt, 5, Sunset Wheat Flour, 3, null, null, null, null, null, null, Fire Shard, 4, Water Shard, 2),
(604, 60, null, null, ../../assets/recipe-icons/culinarian/grade-2-skybuilders'-tea.png, Grade 2 Skybuilders' Tea, 1, Approved Grade 2 Skybuilders' Tea Leaves, 5, Approved Grade 2 Skybuilders' Mistletoe, 5, Approved Grade 2 Skybuilders' Beehive, 5, Sun Lemon, 4, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(605, 70, null, null, ../../assets/recipe-icons/culinarian/grade-2-skybuilders'-all-purpose-infusion.png, Grade 2 Skybuilders' All-purpose Infusion, 1, Approved Grade 2 Skybuilders' Toad, 5, Approved Grade 2 Skybuilders' Spring Water, 5, Approved Grade 2 Skybuilders' Vine, 5, Holy Basil, 2, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(606, 80, null, null, ../../assets/recipe-icons/culinarian/grade-2-skybuilders'-stew.png, Grade 2 Skybuilders' Stew, 1, Approved Grade 2 Skybuilders' Wheat, 10, Approved Grade 2 Skybuilders' Cloud Drop Water, 10, Approved Grade 2 Skybuilders' Crystal-clear Rock Salt, 10, Rail Tenderloin, 4, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(607, 80, null, null, ../../assets/recipe-icons/culinarian/grade-2-artisanal-skybuilders'-quiche.png, Grade 2 Artisanal Skybuilders' Quiche, 1, Approved Grade 2 Skybuilders' Umbral Earthcap, 5, Approved Grade 2 Artisanal Skybuilders' Spring Water, 10, Approved Grade 2 Artisanal Skybuilders' Rock Salt, 10, Approved Grade 2 Artisanal Skybuilders' Wheat, 10, null, null, null, null, Fire Cluster, 4, Water Cluster, 2),
(608, 20, null, null, ../../assets/recipe-icons/culinarian/grade-3-skybuilders'-hemp-milk.png, Grade 3 Skybuilders' Hemp Milk, 1, Approved Grade 3 Skybuilders' Hemp, 5, Maple Syrup, 1, null, null, null, null, null, null, null, null, Fire Shard, 2, Water Shard, 2),
(609, 40, null, null, ../../assets/recipe-icons/culinarian/grade-3-skybuilders'-sesame-cookie.png, Grade 3 Skybuilders' Sesame Cookie, 1, Approved Grade 3 Skybuilders' Sesame, 5, Approved Grade 3 Skybuilders' Rock Salt, 5, Sunset Wheat Flour, 3, null, null, null, null, null, null, Fire Shard, 4, Water Shard, 2),
(610, 60, null, null, ../../assets/recipe-icons/culinarian/grade-3-skybuilders'-tea.png, Grade 3 Skybuilders' Tea, 1, Approved Grade 3 Skybuilders' Mistletoe, 5, Approved Grade 3 Skybuilders' Tea Leaves, 5, Approved Grade 3 Skybuilders' Spring Water, 5, Sun Lemon, 2, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(611, 70, null, null, ../../assets/recipe-icons/culinarian/grade-3-skybuilders'-all-purpose-infusion.png, Grade 3 Skybuilders' All-purpose Infusion, 1, Approved Grade 3 Skybuilders' Tea Leaves, 10, Approved Grade 3 Skybuilders' Toad, 10, Approved Grade 3 Skybuilders' Spring Water, 10, Holy Basil, 2, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(612, 80, null, null, ../../assets/recipe-icons/culinarian/grade-3-skybuilders'-stew.png, Grade 3 Skybuilders' Stew, 1, Approved Grade 3 Skybuilders' Wheat, 10, Approved Grade 3 Skybuilders' Truespring Water, 10, Approved Grade 3 Skybuilders' Finest Rock Salt, 10, Rail Tenderloin, 4, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(613, 80, null, null, ../../assets/recipe-icons/culinarian/grade-3-artisanal-skybuilders'-luncheon.png, Grade 3 Artisanal Skybuilders' Luncheon, 1, Approved Grade 3 Skybuilders' Umbral Galewood Sap, 5, Approved Grade 3 Artisanal Skybuilders' Basilisk Egg, 10, Approved Grade 3 Artisanal Skybuilders' Rice, 10, Approved Grade 3 Artisanal Skybuilders' Vine, 10, null, null, null, null, Fire Cluster, 4, Water Cluster, 2),
(614, 20, null, null, ../../assets/recipe-icons/culinarian/grade-4-skybuilders'-hemp-milk.png, Grade 4 Skybuilders' Hemp Milk, 1, Approved Grade 4 Skybuilders' Hemp, 5, Maple Syrup, 1, null, null, null, null, null, null, null, null, Fire Shard, 2, Water Shard, 2),
(615, 40, null, null, ../../assets/recipe-icons/culinarian/grade-4-skybuilders'-sesame-cookie.png, Grade 4 Skybuilders' Sesame Cookie, 1, Approved Grade 4 Skybuilders' Sesame, 5, Approved Grade 4 Skybuilders' Rock Salt, 5, Sunset Wheat Flour, 3, null, null, null, null, null, null, Fire Shard, 4, Water Shard, 2),
(616, 60, null, null, ../../assets/recipe-icons/culinarian/grade-4-skybuilders'-tea.png, Grade 4 Skybuilders' Tea, 1, Approved Grade 4 Skybuilders' Mistletoe, 5, Approved Grade 4 Skybuilders' Tea Leaves, 5, Approved Grade 4 Skybuilders' Spring Water, 5, Sun Lemon, 2, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(617, 70, null, null, ../../assets/recipe-icons/culinarian/grade-4-skybuilders'-all-purpose-infusion.png, Grade 4 Skybuilders' All-purpose Infusion, 1, Approved Grade 4 Skybuilders' Tea Leaves, 10, Approved Grade 4 Skybuilders' Toad, 10, Approved Grade 4 Skybuilders' Spring Water, 10, Holy Basil, 2, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(618, 80, null, null, ../../assets/recipe-icons/culinarian/grade-4-skybuilders'-stew.png, Grade 4 Skybuilders' Stew, 1, Approved Grade 4 Skybuilders' Wheat, 10, Approved Grade 4 Skybuilders' Truespring Water, 10, Approved Grade 4 Skybuilders' Finest Rock Salt, 10, Ovim Meat, 4, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(619, 80, null, null, ../../assets/recipe-icons/culinarian/grade-4-artisanal-skybuilders'-sorbet.png, Grade 4 Artisanal Skybuilders' Sorbet, 1, Approved Grade 4 Skybuilders' Umbral Dirtleaf, 5, Approved Grade 4 Artisanal Skybuilders' Ice Stalagmite, 10, Approved Grade 4 Artisanal Skybuilders' Spring Water, 10, Approved Grade 4 Artisanal Skybuilders' Raspberry, 10, null, null, null, null, Fire Cluster, 4, Water Cluster, 2),
(620, 80, null, null, ../../assets/recipe-icons/culinarian/oddly-specific-seed-extract.png, Oddly Specific Seed Extract, 1, Oddly Specific Seeds, 1, Highland Spring Water, 1, null, null, null, null, null, null, null, null, Fire Crystal, 7, Water Crystal, 7),
(621, 80, null, null, ../../assets/recipe-icons/culinarian/oddly-specific-seed-flour.png, Oddly Specific Seed Flour, 1, Oddly Specific Seeds, 1, Night Vinegar, 1, null, null, null, null, null, null, null, null, Fire Crystal, 7, Water Crystal, 7),
(622, 80, null, null, ../../assets/recipe-icons/culinarian/oddly-specific-oil.png, Oddly Specific Oil, 1, Oddly Specific Aloe, 1, Frantoio, 2, null, null, null, null, null, null, null, null, Fire Crystal, 7, Water Crystal, 7),
(623, 80, null, null, ../../assets/recipe-icons/culinarian/oddly-specific-paste.png, Oddly Specific Paste, 1, Oddly Specific Aloe, 1, Night Vinegar, 1, null, null, null, null, null, null, null, null, Fire Crystal, 7, Water Crystal, 7),
(624, 80, null, null, ../../assets/recipe-icons/culinarian/oddly-delicate-shark-oil.png, Oddly Delicate Shark Oil, 1, Oddly Delicate Hammerhead Shark, 1, Approved Grade 4 Artisanal Skybuilders' Spring Water, 5, Approved Grade 4 Artisanal Skybuilders' Ice Stalagmite, 5, null, null, null, null, null, null, Fire Cluster, 3, Water Cluster, 3),
(625, 30, null, null, ../../assets/recipe-icons/culinarian/snow-white-dye.png, Snow White Dye, 1, Grey Pigment, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 1, Water Crystal, 1),
(626, 30, null, null, ../../assets/recipe-icons/culinarian/soot-black-dye.png, Soot Black Dye, 1, Grey Pigment, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 1, Water Crystal, 1),
(627, 30, null, null, ../../assets/recipe-icons/culinarian/dalamud-red-dye.png, Dalamud Red Dye, 1, Red Pigment, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 1, Water Crystal, 1),
(628, 30, null, null, ../../assets/recipe-icons/culinarian/wine-red-dye.png, Wine Red Dye, 1, Red Pigment, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 1, Water Crystal, 1),
(629, 30, null, null, ../../assets/recipe-icons/culinarian/pumpkin-orange-dye.png, Pumpkin Orange Dye, 1, Brown Pigment, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 1, Water Crystal, 1),
(630, 30, null, null, ../../assets/recipe-icons/culinarian/loam-brown-dye.png, Loam Brown Dye, 1, Brown Pigment, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 1, Water Crystal, 1),
(631, 30, null, null, ../../assets/recipe-icons/culinarian/sunset-orange-dye.png, Sunset Orange Dye, 1, Brown Pigment, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 1, Water Crystal, 1),
(632, 30, null, null, ../../assets/recipe-icons/culinarian/kobold-brown-dye.png, Kobold Brown Dye, 1, Brown Pigment, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 1, Water Crystal, 1),
(633, 30, null, null, ../../assets/recipe-icons/culinarian/honey-yellow-dye.png, Honey Yellow Dye, 1, Yellow Pigment, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 1, Water Crystal, 1),
(634, 30, null, null, ../../assets/recipe-icons/culinarian/millioncorn-yellow-dye.png, Millioncorn Yellow Dye, 1, Yellow Pigment, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 1, Water Crystal, 1),
(635, 30, null, null, ../../assets/recipe-icons/culinarian/hunter-green-dye.png, Hunter Green Dye, 1, Green Pigment, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 1, Water Crystal, 1),
(636, 30, null, null, ../../assets/recipe-icons/culinarian/morbol-green-dye.png, Morbol Green Dye, 1, Green Pigment, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 1, Water Crystal, 1),
(637, 30, null, null, ../../assets/recipe-icons/culinarian/ochu-green-dye.png, Ochu Green Dye, 1, Green Pigment, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 1, Water Crystal, 1),
(638, 30, null, null, ../../assets/recipe-icons/culinarian/deepwood-green-dye.png, Deepwood Green Dye, 1, Green Pigment, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 1, Water Crystal, 1),
(639, 30, null, null, ../../assets/recipe-icons/culinarian/celeste-green-dye.png, Celeste Green Dye, 1, Green Pigment, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 1, Water Crystal, 1),
(640, 30, null, null, ../../assets/recipe-icons/culinarian/royal-blue-dye.png, Royal Blue Dye, 1, Blue Pigment, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 1, Water Crystal, 1),
(641, 30, null, null, ../../assets/recipe-icons/culinarian/abyssal-blue-dye.png, Abyssal Blue Dye, 1, Blue Pigment, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 1, Water Crystal, 1),
(642, 30, null, null, ../../assets/recipe-icons/culinarian/othard-blue-dye.png, Othard Blue Dye, 1, Blue Pigment, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 1, Water Crystal, 1),
(643, 30, null, null, ../../assets/recipe-icons/culinarian/storm-blue-dye.png, Storm Blue Dye, 1, Blue Pigment, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 1, Water Crystal, 1),
(644, 30, null, null, ../../assets/recipe-icons/culinarian/woad-blue-dye.png, Woad Blue Dye, 1, Blue Pigment, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 1, Water Crystal, 1),
(645, 30, null, null, ../../assets/recipe-icons/culinarian/void-blue-dye.png, Void Blue Dye, 1, Blue Pigment, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 1, Water Crystal, 1),
(646, 30, null, null, ../../assets/recipe-icons/culinarian/lotus-pink-dye.png, Lotus Pink Dye, 1, Purple Pigment, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 1, Water Crystal, 1),
(647, 30, null, null, ../../assets/recipe-icons/culinarian/regal-purple-dye.png, Regal Purple Dye, 1, Purple Pigment, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 1, Water Crystal, 1),
(648, 30, null, null, ../../assets/recipe-icons/culinarian/plum-purple-dye.png, Plum Purple Dye, 1, Purple Pigment, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 1, Water Crystal, 1),
(649, 30, null, null, ../../assets/recipe-icons/culinarian/colibri-pink-dye.png, Colibri Pink Dye, 1, Purple Pigment, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 1, Water Crystal, 1)
